DateOfDeparture,Departure,CityDeparture,LongitudeDeparture,LatitudeDeparture,Arrival,CityArrival,LongitudeArrival,LatitudeArrival,WeeksToDeparture,std_wtd,Distance,PAX
2011-10-12,SFO,San Francisco,37.618972,-122.374889,ATL,Atlanta,33.636719,-84.428067,11.142857142899999,7.869470848069999,4219.517597667142,0
2011-11-05,EWR,Newark,40.6925,-74.168667,ORD,Chicago,41.978603,-87.904842,9.16666666667,6.5282192869700015,1527.9398870021994,0
2013-02-09,LGA,New York,40.777245,-73.872608,ORD,Chicago,41.978603,-87.904842,10.5,12.653670796099998,1560.8617188022474,0
2012-07-22,DTW,Detroit,42.212444,-83.353389,LGA,New York,40.777245,-73.872608,10.6,8.08767743643,1054.935853740084,0
2012-06-06,MCO,Orlando,28.429394,-81.308994,EWR,Newark,40.6925,-74.168667,11.1904761905,8.20742985117,841.0684679543131,0
2012-02-29,EWR,Newark,40.6925,-74.168667,SFO,San Francisco,37.618972,-122.374889,9.27777777778,6.658082708969999,5360.173660023075,0
2013-01-10,LGA,New York,40.777245,-73.872608,DTW,Detroit,42.212444,-83.353389,9.52631578947,8.32244903227,1054.935853740084,0
2012-09-16,DEN,Denver,39.861656,-104.673178,SEA,Seattle,47.449,-122.309306,8.75,6.23128777769,1986.4462899651514,0
2012-09-09,DEN,Denver,39.861656,-104.673178,LAS,Las Vegas,36.080056,-115.15225,15.0769230769,11.120874342999999,1173.7708183524433,0
2012-09-08,EWR,Newark,40.6925,-74.168667,SFO,San Francisco,37.618972,-122.374889,15.8148148148,12.7702690684,5360.173660023075,0
2011-12-29,PHL,Philadelphia,39.871944,-75.241139,MCO,Orlando,28.429394,-81.308994,14.7307692308,11.2019915812,719.5833211080045,0
2012-08-22,JFK,New York,40.639751,-73.778925,LAS,Las Vegas,36.080056,-115.15225,15.09375,10.2685218178,4598.323701126353,0
2012-04-15,ATL,Atlanta,33.636719,-84.428067,EWR,Newark,40.6925,-74.168667,13.0,12.047524938499999,1148.30688531316,0
2012-09-03,ORD,Chicago,41.978603,-87.904842,EWR,Newark,40.6925,-74.168667,15.481481481500001,11.1333538052,1527.9398870021994,0
2012-10-07,DEN,Denver,39.861656,-104.673178,MSP,Minneapolis,44.881956,-93.221767,8.27777777778,6.44255663132,1275.490402204062,0
2012-08-24,EWR,Newark,40.6925,-74.168667,MCO,Orlando,28.429394,-81.308994,16.71875,11.0314341916,841.0684679543131,0
2012-12-17,ORD,Chicago,41.978603,-87.904842,DEN,Denver,39.861656,-104.673178,8.944444444439998,6.15937565803,1864.999597204111,0
2011-10-03,LAX,Los Angeles,33.942536,-118.408075,BOS,Boston,42.364347,-71.00518100000002,12.0,8.70686647477,5258.1449040785465,0
2013-02-09,LAX,Los Angeles,33.942536,-118.408075,ATL,Atlanta,33.636719,-84.428067,13.7857142857,10.0419753954,3779.583120066245,0
2011-12-19,JFK,New York,40.639751,-73.778925,MIA,Miami,25.79325,-80.29055600000002,15.392857142899999,11.467633310999998,807.8739736741642,0
2012-07-22,ATL,Atlanta,33.636719,-84.428067,MIA,Miami,25.79325,-80.29055600000002,10.0909090909,7.1906625359300005,473.55355045901877,0
2011-12-28,LAX,Los Angeles,33.942536,-118.408075,DEN,Denver,39.861656,-104.673178,14.2692307692,10.6077620347,1544.8816622466409,0
2012-03-13,LGA,New York,40.777245,-73.872608,DTW,Detroit,42.212444,-83.353389,5.27272727273,3.84943915632,1054.935853740084,0
2013-01-31,DEN,Denver,39.861656,-104.673178,SEA,Seattle,47.449,-122.309306,6.6875,4.89515066162,1986.4462899651514,0
2012-11-06,PHL,Philadelphia,39.871944,-75.241139,DFW,Dallas-Fort Worth,32.896828,-97.037997,8.07692307692,6.78799845882,2420.4928123669188,0
2011-10-04,SFO,San Francisco,37.618972,-122.374889,ATL,Atlanta,33.636719,-84.428067,10.25,8.62600108607,4219.517597667142,0
2012-02-02,EWR,Newark,40.6925,-74.168667,LAX,Los Angeles,33.942536,-118.408075,13.4782608696,11.405220356600001,4912.518671454262,0
2012-09-07,MCO,Orlando,28.429394,-81.308994,EWR,Newark,40.6925,-74.168667,14.222222222200001,9.75205435293,841.0684679543131,0
2012-02-03,DEN,Denver,39.861656,-104.673178,DFW,Dallas-Fort Worth,32.896828,-97.037997,8.666666666669999,7.47057720725,860.1757255797752,0
2011-11-20,DEN,Denver,39.861656,-104.673178,PHX,Phoenix,33.434278000000006,-112.011583,12.1818181818,9.40939937173,845.501645814704,0
2012-11-30,ORD,Chicago,41.978603,-87.904842,SEA,Seattle,47.449,-122.309306,11.6,10.6790498296,3825.7988929494127,0
2012-09-25,CLT,Charlotte,35.214,-80.943139,ATL,Atlanta,33.636719,-84.428067,9.13333333333,8.58459306521,388.23464092488604,0
2012-01-03,BOS,Boston,42.364347,-71.00518100000002,SFO,San Francisco,37.618972,-122.374889,12.5217391304,9.68536649336,5708.968886670745,0
2011-09-09,DFW,Dallas-Fort Worth,32.896828,-97.037997,LAS,Las Vegas,36.080056,-115.15225,11.826086956500001,7.929531534439999,2016.491722110575,0
2012-11-02,ATL,Atlanta,33.636719,-84.428067,MSP,Minneapolis,44.881956,-93.221767,9.21052631579,5.9682395261000005,973.7448004122535,0
2012-12-06,LAX,Los Angeles,33.942536,-118.408075,EWR,Newark,40.6925,-74.168667,11.85,9.82625377028,4912.518671454262,0
2012-06-21,MCO,Orlando,28.429394,-81.308994,EWR,Newark,40.6925,-74.168667,12.44,8.23144377777,841.0684679543131,0
2012-02-25,SFO,San Francisco,37.618972,-122.374889,ORD,Chicago,41.978603,-87.904842,13.1304347826,10.614331426,3833.459735260512,0
2011-11-02,ATL,Atlanta,33.636719,-84.428067,MSP,Minneapolis,44.881956,-93.221767,10.25,8.9552983435,973.7448004122535,0
2011-11-23,DEN,Denver,39.861656,-104.673178,MSP,Minneapolis,44.881956,-93.221767,11.1818181818,8.121906670560001,1275.490402204062,0
2012-01-11,PHX,Phoenix,33.434278000000006,-112.011583,ORD,Chicago,41.978603,-87.904842,8.4375,6.26065757995,2679.014872379074,0
2012-11-02,LGA,New York,40.777245,-73.872608,DFW,Dallas-Fort Worth,32.896828,-97.037997,9.15,6.776701573080001,2571.4703686921193,0
2011-11-20,DFW,Dallas-Fort Worth,32.896828,-97.037997,LGA,New York,40.777245,-73.872608,9.0,6.25911100622,2571.4703686921193,0
2013-01-29,MSP,Minneapolis,44.881956,-93.221767,DEN,Denver,39.861656,-104.673178,8.125,8.07361959305,1275.490402204062,0
2012-01-22,ORD,Chicago,41.978603,-87.904842,DTW,Detroit,42.212444,-83.353389,11.315789473699999,10.8732732043,506.26018847884245,0
2012-04-02,MIA,Miami,25.79325,-80.29055600000002,ATL,Atlanta,33.636719,-84.428067,13.04,9.16733330909,473.55355045901877,0
2012-09-12,DEN,Denver,39.861656,-104.673178,LAS,Las Vegas,36.080056,-115.15225,10.5714285714,7.208130330199999,1173.7708183524433,0
2011-10-16,SEA,Seattle,47.449,-122.309306,SFO,San Francisco,37.618972,-122.374889,13.12,9.02921185191,584.4685506498538,0
2012-11-06,DEN,Denver,39.861656,-104.673178,ORD,Chicago,41.978603,-87.904842,6.84615384615,5.42902928472,1864.999597204111,0
2012-01-17,CLT,Charlotte,35.214,-80.943139,ATL,Atlanta,33.636719,-84.428067,8.625,6.81053106104,388.23464092488604,0
2012-08-28,DEN,Denver,39.861656,-104.673178,ATL,Atlanta,33.636719,-84.428067,12.15,10.1477246607,2249.1880633960927,0
2012-02-27,SEA,Seattle,47.449,-122.309306,DEN,Denver,39.861656,-104.673178,8.75,7.89514618822,1986.4462899651514,0
2012-09-24,DTW,Detroit,42.212444,-83.353389,LGA,New York,40.777245,-73.872608,11.25,9.15868871331,1054.935853740084,0
2012-02-12,SFO,San Francisco,37.618972,-122.374889,ATL,Atlanta,33.636719,-84.428067,12.25,10.4874611849,4219.517597667142,0
2011-10-24,JFK,New York,40.639751,-73.778925,MCO,Orlando,28.429394,-81.308994,14.892857142899999,9.870792252020001,882.7930713454393,0
2011-12-04,SFO,San Francisco,37.618972,-122.374889,DEN,Denver,39.861656,-104.673178,9.352941176469999,8.60916064775,1971.1346885251635,0
2012-03-31,SFO,San Francisco,37.618972,-122.374889,DFW,Dallas-Fort Worth,32.896828,-97.037997,11.909090909100001,8.64599599544,2821.532925195673,0
2012-06-05,PHX,Phoenix,33.434278000000006,-112.011583,DEN,Denver,39.861656,-104.673178,9.0625,7.619875327060001,845.501645814704,0
2013-02-10,DFW,Dallas-Fort Worth,32.896828,-97.037997,BOS,Boston,42.364347,-71.00518100000002,6.92857142857,4.92191778937,2887.7278382421723,0
2012-05-02,DEN,Denver,39.861656,-104.673178,LAS,Las Vegas,36.080056,-115.15225,11.3181818182,8.002299453080001,1173.7708183524433,0
2012-06-17,DTW,Detroit,42.212444,-83.353389,LGA,New York,40.777245,-73.872608,11.142857142899999,8.63299319058,1054.935853740084,0
2011-09-23,MCO,Orlando,28.429394,-81.308994,PHL,Philadelphia,39.871944,-75.241139,15.0,9.092121131319999,719.5833211080045,0
2012-04-10,JFK,New York,40.639751,-73.778925,MIA,Miami,25.79325,-80.29055600000002,12.9523809524,11.083664513499999,807.8739736741642,0
2012-02-02,JFK,New York,40.639751,-73.778925,MIA,Miami,25.79325,-80.29055600000002,12.846153846199998,10.4792835927,807.8739736741642,0
2012-01-04,LAX,Los Angeles,33.942536,-118.408075,EWR,Newark,40.6925,-74.168667,13.3703703704,10.4039495021,4912.518671454262,0
2012-10-05,MSP,Minneapolis,44.881956,-93.221767,DEN,Denver,39.861656,-104.673178,8.70588235294,6.780161372359999,1275.490402204062,0
2013-01-01,ATL,Atlanta,33.636719,-84.428067,LAX,Los Angeles,33.942536,-118.408075,10.916666666700001,7.655158344239999,3779.583120066245,0
2013-01-08,SFO,San Francisco,37.618972,-122.374889,DFW,Dallas-Fort Worth,32.896828,-97.037997,11.6315789474,11.2309617987,2821.532925195673,0
2012-09-06,SEA,Seattle,47.449,-122.309306,DEN,Denver,39.861656,-104.673178,13.142857142899999,11.0692624609,1986.4462899651514,0
2011-10-11,LAS,Las Vegas,36.080056,-115.15225,ORD,Chicago,41.978603,-87.904842,15.1034482759,9.75904279405,3029.5792533212048,0
2012-09-27,MIA,Miami,25.79325,-80.29055600000002,LGA,New York,40.777245,-73.872608,9.23529411765,7.60369492225,799.5642198340214,0
2011-10-18,MSP,Minneapolis,44.881956,-93.221767,DEN,Denver,39.861656,-104.673178,10.7272727273,8.066283844800001,1275.490402204062,0
2012-12-07,JFK,New York,40.639751,-73.778925,MIA,Miami,25.79325,-80.29055600000002,8.72222222222,7.621992603110001,807.8739736741642,0
2012-07-23,MIA,Miami,25.79325,-80.29055600000002,ATL,Atlanta,33.636719,-84.428067,14.7857142857,10.1191316523,473.55355045901877,0
2013-03-01,CLT,Charlotte,35.214,-80.943139,LGA,New York,40.777245,-73.872608,7.9375,5.54338945652,797.0463706295585,0
2012-06-01,DEN,Denver,39.861656,-104.673178,SFO,San Francisco,37.618972,-122.374889,12.565217391300001,10.1256922859,1971.1346885251635,0
2013-01-11,CLT,Charlotte,35.214,-80.943139,LGA,New York,40.777245,-73.872608,6.71428571429,4.496640992980001,797.0463706295585,0
2012-03-29,JFK,New York,40.639751,-73.778925,LAS,Las Vegas,36.080056,-115.15225,10.380952381,6.93884853903,4598.323701126353,0
2012-10-06,LAX,Los Angeles,33.942536,-118.408075,ATL,Atlanta,33.636719,-84.428067,13.8076923077,9.6416564169,3779.583120066245,0
2011-12-17,MCO,Orlando,28.429394,-81.308994,ATL,Atlanta,33.636719,-84.428067,13.7407407407,10.4351204062,353.9553363116508,0
2012-08-31,EWR,Newark,40.6925,-74.168667,ORD,Chicago,41.978603,-87.904842,12.5238095238,10.3034899312,1527.9398870021994,0
2012-12-07,LGA,New York,40.777245,-73.872608,DTW,Detroit,42.212444,-83.353389,7.0,5.11207720338,1054.935853740084,0
2011-10-06,MIA,Miami,25.79325,-80.29055600000002,JFK,New York,40.639751,-73.778925,13.038461538499998,8.618495317539999,807.8739736741642,0
2013-01-04,BOS,Boston,42.364347,-71.00518100000002,LGA,New York,40.777245,-73.872608,3.75,2.91547594742,323.3318296838956,0
2011-11-09,DFW,Dallas-Fort Worth,32.896828,-97.037997,LAS,Las Vegas,36.080056,-115.15225,14.0,9.28767298979,2016.491722110575,0
2012-06-28,DEN,Denver,39.861656,-104.673178,PHX,Phoenix,33.434278000000006,-112.011583,10.4210526316,8.71981007358,845.501645814704,0
2013-02-16,SFO,San Francisco,37.618972,-122.374889,LAS,Las Vegas,36.080056,-115.15225,13.481481481500001,10.5734441313,807.5231832777396,0
2012-07-15,DTW,Detroit,42.212444,-83.353389,ATL,Atlanta,33.636719,-84.428067,8.36842105263,6.102918485040001,156.51256917638386,0
2012-04-25,MIA,Miami,25.79325,-80.29055600000002,ATL,Atlanta,33.636719,-84.428067,12.333333333299999,11.0739935585,473.55355045901877,0
2012-09-24,LAS,Las Vegas,36.080056,-115.15225,DFW,Dallas-Fort Worth,32.896828,-97.037997,15.7727272727,12.443900086,2016.491722110575,0
2012-11-06,LAX,Los Angeles,33.942536,-118.408075,EWR,Newark,40.6925,-74.168667,10.9,8.25832912883,4912.518671454262,0
2012-07-02,DEN,Denver,39.861656,-104.673178,ORD,Chicago,41.978603,-87.904842,10.5238095238,7.433835131469999,1864.999597204111,0
2012-04-29,SEA,Seattle,47.449,-122.309306,ORD,Chicago,41.978603,-87.904842,9.21052631579,6.04224891326,3825.7988929494127,0
2012-07-14,ATL,Atlanta,33.636719,-84.428067,PHL,Philadelphia,39.871944,-75.241139,11.1363636364,7.4277180662,1027.6848410103114,0
2012-09-02,LGA,New York,40.777245,-73.872608,ORD,Chicago,41.978603,-87.904842,10.8181818182,6.980492298350001,1560.8617188022474,0
2012-10-14,SEA,Seattle,47.449,-122.309306,DEN,Denver,39.861656,-104.673178,9.90476190476,7.777562355289999,1986.4462899651514,0
2012-02-26,LAS,Las Vegas,36.080056,-115.15225,DFW,Dallas-Fort Worth,32.896828,-97.037997,7.8,6.201382334380001,2016.491722110575,0
2013-02-09,DFW,Dallas-Fort Worth,32.896828,-97.037997,DEN,Denver,39.861656,-104.673178,13.0454545455,11.129015156600001,860.1757255797752,0
2011-10-08,EWR,Newark,40.6925,-74.168667,SFO,San Francisco,37.618972,-122.374889,13.703703703699999,9.02055266435,5360.173660023075,0
2012-12-09,LAS,Las Vegas,36.080056,-115.15225,DEN,Denver,39.861656,-104.673178,13.6923076923,10.153892773799999,1173.7708183524433,0
2012-05-06,BOS,Boston,42.364347,-71.00518100000002,LAX,Los Angeles,33.942536,-118.408075,9.36842105263,6.29118012526,5258.1449040785465,0
2012-04-22,MSP,Minneapolis,44.881956,-93.221767,ATL,Atlanta,33.636719,-84.428067,10.318181818200001,8.12044077877,973.7448004122535,0
2011-11-22,ORD,Chicago,41.978603,-87.904842,DTW,Detroit,42.212444,-83.353389,8.57894736842,6.551639230619999,506.26018847884245,0
2012-10-04,DFW,Dallas-Fort Worth,32.896828,-97.037997,LAS,Las Vegas,36.080056,-115.15225,12.6363636364,10.6661255274,2016.491722110575,0
2012-07-02,SFO,San Francisco,37.618972,-122.374889,LAS,Las Vegas,36.080056,-115.15225,13.2692307692,8.68818826825,807.5231832777396,0
2012-11-18,LAX,Los Angeles,33.942536,-118.408075,SEA,Seattle,47.449,-122.309306,10.913043478299999,8.10113933333,872.1623199440232,0
2012-06-19,DFW,Dallas-Fort Worth,32.896828,-97.037997,LAS,Las Vegas,36.080056,-115.15225,10.285714285700001,6.66440437806,2016.491722110575,0
2011-09-24,DFW,Dallas-Fort Worth,32.896828,-97.037997,LAX,Los Angeles,33.942536,-118.408075,12.958333333299999,8.69522190965,2377.1599998508937,0
2012-02-09,EWR,Newark,40.6925,-74.168667,MCO,Orlando,28.429394,-81.308994,9.75,6.4226162893300005,841.0684679543131,0
2011-09-30,LAS,Las Vegas,36.080056,-115.15225,DEN,Denver,39.861656,-104.673178,11.8181818182,8.505664015599999,1173.7708183524433,0
2012-08-19,DTW,Detroit,42.212444,-83.353389,ATL,Atlanta,33.636719,-84.428067,12.333333333299999,10.8734485817,156.51256917638386,0
2012-04-10,MSP,Minneapolis,44.881956,-93.221767,ATL,Atlanta,33.636719,-84.428067,12.666666666700001,13.5386157951,973.7448004122535,0
2012-11-13,MCO,Orlando,28.429394,-81.308994,EWR,Newark,40.6925,-74.168667,20.371428571400003,14.181773128800002,841.0684679543131,0
2012-08-24,LAS,Las Vegas,36.080056,-115.15225,ORD,Chicago,41.978603,-87.904842,16.6206896552,11.4935192705,3029.5792533212048,0
2012-05-04,CLT,Charlotte,35.214,-80.943139,ATL,Atlanta,33.636719,-84.428067,7.8823529411800015,6.440907864400001,388.23464092488604,0
2012-12-20,PHL,Philadelphia,39.871944,-75.241139,BOS,Boston,42.364347,-71.00518100000002,6.57142857143,6.16084766538,477.88487627158105,0
2012-07-20,EWR,Newark,40.6925,-74.168667,MCO,Orlando,28.429394,-81.308994,15.9677419355,10.6692201245,841.0684679543131,0
2012-10-07,MCO,Orlando,28.429394,-81.308994,PHL,Philadelphia,39.871944,-75.241139,17.0303030303,11.326089485399999,719.5833211080045,0
2012-04-16,SEA,Seattle,47.449,-122.309306,DEN,Denver,39.861656,-104.673178,9.944444444439998,7.73435591616,1986.4462899651514,0
2012-04-02,DEN,Denver,39.861656,-104.673178,ATL,Atlanta,33.636719,-84.428067,10.380952381,8.851419041469999,2249.1880633960927,0
2011-11-18,ORD,Chicago,41.978603,-87.904842,LAS,Las Vegas,36.080056,-115.15225,10.619047619,7.71671037733,3029.5792533212048,0
2012-09-18,MIA,Miami,25.79325,-80.29055600000002,ATL,Atlanta,33.636719,-84.428067,11.0952380952,9.80257497755,473.55355045901877,0
2012-11-26,LAS,Las Vegas,36.080056,-115.15225,SFO,San Francisco,37.618972,-122.374889,11.086956521700001,8.74857413566,807.5231832777396,0
2013-01-10,DEN,Denver,39.861656,-104.673178,SEA,Seattle,47.449,-122.309306,8.95,6.723681635599999,1986.4462899651514,0
2012-04-26,JFK,New York,40.639751,-73.778925,MIA,Miami,25.79325,-80.29055600000002,11.92,8.943899224239997,807.8739736741642,0
2011-10-31,DTW,Detroit,42.212444,-83.353389,LGA,New York,40.777245,-73.872608,8.3125,6.6705197198800015,1054.935853740084,0
