DateOfDeparture,Departure,CityDeparture,LongitudeDeparture,LatitudeDeparture,Arrival,CityArrival,LongitudeArrival,LatitudeArrival,WeeksToDeparture,std_wtd,Norm mean,Norm std,CV,CV of norm,Distance,Norm Distance,Airports,Day,Month,Year,IsHolidays,PAX
2012-02-05,SFO,San Francisco,0.5460776929914688,0.0,BOS,Boston,0.765205407339852,1.0,8.833333333330001,5.863646727180001,0.3215364695731059,0.27028231156987415,0.6638090634545901,0.12334287935821575,5708.968886670745,1.0000000000000002,2,5,2,2012,0,0
2012-12-26,ATL,Atlanta,0.3621887489465847,0.7387003640355518,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,9.21052631579,5.98682764602,0.3410717125145293,0.27927232751043296,0.6499984301392772,0.10957738509934434,1402.5714537480035,0.22441579245668425,2,26,12,2012,2,0
2012-04-25,ATL,Atlanta,0.3621887489465847,0.7387003640355518,LGA,New York,0.6919176200316315,0.9441805859593362,8.21052631579,5.78867618112,0.28928060332151795,0.2648107952790494,0.7050310733414932,0.16443015808627637,1181.3369431650299,0.18457135281905562,1,25,4,2012,0,7
2012-10-04,LGA,New York,0.6919176200316315,0.9441805859593362,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,17.8387096774,12.6599019854,0.7879348991329961,0.766288054040966,0.7096870914065566,0.16907095829293795,2571.4703686921193,0.43493503801314476,1,4,10,2012,0,7
2012-11-10,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,JFK,New York,0.6855685441510919,0.9460042871958705,14.275862069,10.905098911300001,0.6034110696082926,0.6382186439629979,0.7638837401616815,0.22309046922018427,4598.323701126353,0.799972278567049,2,10,11,2012,0,0
2013-01-26,ORD,Chicago,0.7473928633272919,0.6710189398000861,DTW,Detroit,0.7581909654479757,0.7596208255651364,7.86666666667,6.139644785750001,0.27147173068687347,0.2904252604086508,0.780463320222127,0.2396158601219548,506.26018847884245,0.06298971109425822,2,26,1,2013,0,2
2012-11-22,EWR,Newark,0.6880043406485579,0.9384172867013378,BOS,Boston,0.765205407339852,1.0,8.76470588235,6.476200774419999,0.31798217776576265,0.3149878609439162,0.7388953903703149,0.19818379204337944,356.2123684197035,0.035966027974703205,2,22,11,2012,0,4
2012-11-29,MIA,Miami,0.0,0.8192441545511606,JFK,New York,0.6855685441510919,0.9460042871958705,14.25,14.407143695899999,0.6020716443687564,0.8938056190772143,1.0110276277824561,0.46942658491350253,807.8739736741641,0.11731049597734035,2,29,11,2012,2,2
2012-12-24,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,ORD,Chicago,0.7473928633272919,0.6710189398000861,9.0,6.3338493081900005,0.330168321105447,0.304598736048429,0.7037610342433334,0.1631642700190813,1013.6221962809236,0.1543658478507986,2,24,12,2012,2,2
2013-02-08,DEN,Denver,0.6496383639449108,0.34459434731456895,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,10.0952380952,6.36321272554,0.3868919168862959,0.3067417432002808,0.6303182416832277,0.08996151991632784,1173.7708183524433,0.18320869017392188,2,8,2,2013,0,0
2012-06-19,ORD,Chicago,0.7473928633272919,0.6710189398000861,PHX,Phoenix,0.3528406081525697,0.20173963223618063,11.7727272727,8.970490341649999,0.47377094204829306,0.49702663107919864,0.761972152574352,0.22118512951867064,2679.014872379074,0.4543038538196032,2,19,6,2012,0,0
2013-01-24,MIA,Miami,0.0,0.8192441545511606,JFK,New York,0.6855685441510919,0.9460042871958705,11.5555555556,11.902655275799999,0.4625233779343333,0.7110225140990022,1.0300374757864228,0.4883743006037363,807.8739736741641,0.11731049597734035,2,24,1,2013,0,2
2012-05-12,ORD,Chicago,0.7473928633272919,0.6710189398000861,LGA,New York,0.6919176200316315,0.9441805859593362,16.3043478261,14.1467464381,0.7084685969507268,0.8748012511885437,0.8676671148694393,0.3265346354715538,1560.8617188022472,0.25292394380503647,1,12,5,2012,0,3
2013-01-05,MIA,Miami,0.0,0.8192441545511606,LGA,New York,0.6919176200316315,0.9441805859593362,17.606060606099998,11.597250196500001,0.775885745677645,0.6887333758372481,0.6587078424847569,0.11825833136028907,799.5642198340215,0.11581390539382498,1,5,1,2013,2,0
2012-08-12,LGA,New York,0.6919176200316315,0.9441805859593362,BOS,Boston,0.765205407339852,1.0,6.3,5.73585215988,0.19033232628431648,0.26095558135903585,0.9104527237904763,0.36918040272335817,323.3318296838956,0.03004422744973377,1,12,8,2012,1,2
2012-02-29,SFO,San Francisco,0.5460776929914688,0.0,SEA,Seattle,1.0000000000000002,0.0012766862525279699,10.8947368421,9.49792221045,0.4282988437866696,0.5355197755753013,0.8717899613460732,0.3306440067225729,584.4685506498537,0.07707507398574046,2,29,2,2012,0,3
2013-01-31,ATL,Atlanta,0.3621887489465847,0.7387003640355518,SFO,San Francisco,0.5460776929914688,0.0,6.307692307690001,4.44193305114,0.1907307194318356,0.16652250257614623,0.704208898351721,0.1636106703160125,4219.517597667142,0.7317491207790822,2,31,1,2013,0,0
2012-03-09,MSP,Minneapolis,0.881461320896298,0.5675158208024074,ORD,Chicago,0.7473928633272919,0.6710189398000861,9.444444444439998,7.35024787275,0.3531865918576662,0.37877775162489424,0.7782615394680135,0.23742127572904081,591.2192684676628,0.07829088144676259,2,9,3,2012,0,3
2012-05-22,ORD,Chicago,0.7473928633272919,0.6710189398000861,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,11.84,8.778192676549999,0.4772550712135991,0.48299232210617693,0.7414014084923986,0.20068161942642349,3390.7244973177953,0.5824830927442406,2,22,5,2012,1,7
2012-09-02,EWR,Newark,0.6880043406485579,0.9384172867013378,MCO,Orlando,0.12172951756461914,0.799418501658604,14.666666666700001,10.6011610395,0.6236512732009042,0.6160365857501452,0.7228064345097209,0.18214742177173682,841.0684679543131,0.12328884004383246,2,2,9,2012,1,2
2012-04-17,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,ATL,Atlanta,0.3621887489465847,0.7387003640355518,7.666666666669999,5.43409714347,0.2611135088482712,0.23893283276115293,0.7087952795827354,0.1681820612915823,1402.5714537480035,0.22441579245668425,2,17,4,2012,0,3
2012-09-27,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,18.702702702699998,13.059404582400001,0.8326820562483085,0.7954446372938461,0.6982629617758236,0.1576841676039048,377.6032638053681,0.03981853831652568,2,27,9,2012,0,3
2012-05-27,ATL,Atlanta,0.3621887489465847,0.7387003640355518,ORD,Chicago,0.7473928633272919,0.6710189398000861,11.7391304348,10.3932556423,0.4720309245480744,0.6008631899632214,0.8853514065649847,0.34416112733831883,390.6479276846078,0.042167888429941125,2,27,5,2012,1,2
2012-01-08,DEN,Denver,0.6496383639449108,0.34459434731456895,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,11.2631578947,10.2080692769,0.4473797787508803,0.5873478793729292,0.9063239077651141,0.36506508143464933,1173.7708183524433,0.18320869017392188,2,8,1,2012,0,0
2012-02-27,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,DEN,Denver,0.6496383639449108,0.34459434731456895,9.15,6.8462436877199995,0.3379369874843987,0.3419944113137745,0.7482233538491803,0.2074812677480533,860.1757255797753,0.12673006614862148,2,27,2,2012,0,3
2012-02-16,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,SEA,Seattle,1.0000000000000002,0.0012766862525279699,10.05,6.80150912047,0.3845489857581089,0.3387295836403109,0.6767670766636815,0.13625854023803585,872.1623199440232,0.1288888574436527,2,16,2,2012,0,3
2012-02-01,MSP,Minneapolis,0.881461320896298,0.5675158208024074,ORD,Chicago,0.7473928633272919,0.6710189398000861,9.833333333330001,7.67156706133,0.3733275787661172,0.4022283367848716,0.780159362169417,0.2393128955341629,591.2192684676628,0.07829088144676259,2,1,2,2012,0,3
2012-07-26,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,16.636363636400002,12.2444328723,0.7256640640357804,0.7359661991242124,0.736004161721342,0.19530201316620133,2377.1599998508937,0.3999396489942337,2,26,7,2012,0,3
2011-12-31,PHL,Philadelphia,0.6501134340764001,0.9175397687680062,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,7.5,4.7609522857,0.2524816573159301,0.189805232004107,0.6347936380933333,0.09442228881685144,2420.4928123669188,0.40774390895382934,2,31,12,2011,2,4
2012-12-12,JFK,New York,0.6855685441510919,0.9460042871958705,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,14.541666666700001,13.147918223900001,0.6171773845517777,0.8019045586480252,0.9041548348793028,0.3629030980067349,4598.323701126353,0.799972278567049,2,12,12,2012,0,2
2012-09-19,EWR,Newark,0.6880043406485579,0.9384172867013378,MCO,Orlando,0.12172951756461914,0.799418501658604,11.0476190476,8.32151542975,0.43621678278538845,0.4496630064371222,0.753240620797635,0.2124821361222503,841.0684679543131,0.12328884004383246,2,19,9,2012,0,0
2012-12-18,DEN,Denver,0.6496383639449108,0.34459434731456895,ATL,Atlanta,0.3621887489465847,0.7387003640355518,9.27777777778,6.80661923127,0.3445547403258431,0.339102530830368,0.7336475818133571,0.19295313556925797,2249.1880633960923,0.37689184291756184,2,18,12,2012,2,0
2012-05-21,EWR,Newark,0.6880043406485579,0.9384172867013378,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,10.25,7.635615992110001,0.39490720759671116,0.39960454822726443,0.7449381455717075,0.20420679693630528,4912.5186714542615,0.8565589408228079,2,21,5,2012,0,3
2012-01-09,ORD,Chicago,0.7473928633272919,0.6710189398000861,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,10.7,7.6921012118,0.4182132067335662,0.4037269645089504,0.7188879637196262,0.17824175822010246,1013.6221962809236,0.1543658478507986,2,9,1,2012,0,7
2012-07-20,ORD,Chicago,0.7473928633272919,0.6710189398000861,EWR,Newark,0.6880043406485579,0.9384172867013378,14.642857142899999,10.3966315261,0.6224181515539446,0.6011095694306038,0.7100138603169464,0.16939665918277047,1527.9398870021992,0.24699470637973342,2,20,7,2012,1,7
2011-09-11,LGA,New York,0.6919176200316315,0.9441805859593362,ORD,Chicago,0.7473928633272919,0.6710189398000861,12.3703703704,8.3165643246,0.5047235409797234,0.44930166383113224,0.6722971160588688,0.13180318937626856,1560.8617188022472,0.25292394380503647,1,11,9,2011,0,7
2011-09-02,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,11.625,7.305819598099999,0.46611998273710165,0.3755352778629163,0.6284575998365591,0.08810695944300517,2016.491722110575,0.33498312216772885,2,2,9,2011,1,0
2012-04-01,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,SFO,San Francisco,0.5460776929914688,0.0,10.7,7.7466461333800005,0.4182132067335662,0.40770777354251253,0.7239856199420561,0.18332275312174506,2821.5329251956728,0.47997142230952744,2,1,4,2012,0,0
2012-09-04,SFO,San Francisco,0.5460776929914688,0.0,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,14.666666666700001,10.3867731982,0.6236512732009042,0.6003900868532465,0.708189081693845,0.16757784471666182,487.13881467586566,0.059545942659244996,2,4,9,2012,1,7
2012-06-02,EWR,Newark,0.6880043406485579,0.9384172867013378,BOS,Boston,0.765205407339852,1.0,8.29411764706,5.42868199799,0.2936098910869117,0.23853762346539445,0.6545219430199781,0.11408611320525808,356.2123684197035,0.035966027974703205,2,2,6,2012,0,2
2011-11-26,JFK,New York,0.6855685441510919,0.9460042871958705,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,13.6,9.85308750257,0.568407423393299,0.5614405242412486,0.7244917281301471,0.18382720713181633,4598.323701126353,0.799972278567049,2,26,11,2011,2,5
2012-02-13,MSP,Minneapolis,0.881461320896298,0.5675158208024074,DEN,Denver,0.6496383639449108,0.34459434731456895,12.7,11.1076076348,0.5217954251195888,0.6529981785655281,0.8746147743937009,0.33345958707299683,1275.4904022040619,0.20152843517238794,2,13,2,2012,0,0
2013-02-28,ORD,Chicago,0.7473928633272919,0.6710189398000861,SFO,San Francisco,0.5460776929914688,0.0,9.352941176469999,8.594628965750001,0.3484475361147146,0.4695954364380026,0.9189225938223851,0.3776225895974643,3833.4597352605124,0.6622199177864786,2,28,2,2013,0,3
2011-11-16,ORD,Chicago,0.7473928633272919,0.6710189398000861,DTW,Detroit,0.7581909654479757,0.7596208255651364,8.31578947368,6.0374077548,0.2947322990258002,0.2829637757354462,0.7260173882358106,0.18534788072773423,506.26018847884245,0.06298971109425822,2,16,11,2011,0,3
2012-10-11,JFK,New York,0.6855685441510919,0.9460042871958705,MCO,Orlando,0.12172951756461914,0.799418501658604,15.275862069,10.2779116546,0.6552021788013038,0.5924451305930236,0.6728204017668785,0.13232476476277677,882.7930713454393,0.13080346078198446,2,11,10,2012,0,0
2013-02-15,MSP,Minneapolis,0.881461320896298,0.5675158208024074,ORD,Chicago,0.7473928633272919,0.6710189398000861,9.77777777778,8.01142974356,0.3704502949223487,0.4270322671307514,0.819350769227541,0.27837620831197185,591.2192684676628,0.07829088144676259,2,15,2,2013,0,3
2012-11-12,SFO,San Francisco,0.5460776929914688,0.0,SEA,Seattle,1.0000000000000002,0.0012766862525279699,8.88888888889,6.067162229269999,0.3244137534173922,0.28513532310095735,0.6825557507927896,0.1420282945042911,584.4685506498537,0.07707507398574046,2,12,11,2012,0,3
2011-09-26,DTW,Detroit,0.7581909654479757,0.7596208255651364,LGA,New York,0.6919176200316315,0.9441805859593362,7.4117647058800005,5.71247345212,0.2479118535634837,0.25924935155160056,0.7707305451275462,0.22991489589906233,1054.935853740084,0.16180645703289903,1,26,9,2011,0,3
2012-06-08,DTW,Detroit,0.7581909654479757,0.7596208255651364,LGA,New York,0.6919176200316315,0.9441805859593362,9.894736842110001,7.00709748788,0.3765077345941762,0.353733877467751,0.7081641078173205,0.1675529524654471,1054.935853740084,0.16180645703289903,1,8,6,2012,0,0
2011-12-15,SFO,San Francisco,0.5460776929914688,0.0,EWR,Newark,0.6880043406485579,0.9384172867013378,11.9545454545,9.45403553403,0.4831875073551717,0.5323168288501967,0.790831869769775,0.24995052081508307,5360.173660023075,0.9371818152717916,2,15,12,2011,0,3
2011-09-18,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,ORD,Chicago,0.7473928633272919,0.6710189398000861,13.6785714286,8.51166333324,0.5724767248313725,0.46354042105244386,0.6222625935514939,0.08193220108806554,3029.579253321205,0.5174406640701572,2,18,9,2011,0,3
2011-12-01,ORD,Chicago,0.7473928633272919,0.6710189398000861,DEN,Denver,0.6496383639449108,0.34459434731456895,9.05882352941,6.85082648513,0.33321485694023867,0.3423288740061804,0.756260066540472,0.2154917130249916,1864.999597204111,0.3076993190643796,2,1,12,2011,2,3
2011-12-18,SFO,San Francisco,0.5460776929914688,0.0,SEA,Seattle,1.0000000000000002,0.0012766862525279699,10.833333333299999,7.37602854533,0.4251186879575747,0.380659282138184,0.680864173417172,0.14034224592701972,584.4685506498537,0.07707507398574046,2,18,12,2011,2,0
2012-02-26,MSP,Minneapolis,0.881461320896298,0.5675158208024074,DEN,Denver,0.6496383639449108,0.34459434731456895,12.2631578947,12.0639136144,0.49917088794389164,0.7227915043631932,0.9837526123360026,0.44224071588297165,1275.4904022040619,0.20152843517238794,2,26,2,2012,0,5
2012-12-21,EWR,Newark,0.6880043406485579,0.9384172867013378,BOS,Boston,0.765205407339852,1.0,15.52,12.8423777653,0.6678463530438806,0.7796055401054899,0.8274727941559279,0.28647168698912673,356.2123684197035,0.035966027974703205,2,21,12,2012,2,5
2012-03-15,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,ATL,Atlanta,0.3621887489465847,0.7387003640355518,11.7391304348,9.401244556410001,0.4720309245480744,0.5284640265266654,0.8008467585078136,0.25993267661338737,3779.583120066245,0.6525167139945791,2,15,3,2012,0,3
2012-11-23,CLT,Charlotte,0.4350230308347669,0.8065405004832809,LGA,New York,0.6919176200316315,0.9441805859593362,10.55,7.810081204510001,0.41044454035461464,0.4123374053557801,0.7402920572995262,0.1995758940677157,797.0463706295586,0.1153604395652817,1,23,11,2012,2,5
2012-12-01,ATL,Atlanta,0.3621887489465847,0.7387003640355518,ORD,Chicago,0.7473928633272919,0.6710189398000861,11.6,11.7042502402,0.4648252050072764,0.6965424757170189,1.0089870896724138,0.4673927161547359,390.6479276846078,0.042167888429941125,2,1,12,2012,2,5
2012-05-05,IAH,Houston,0.1935367281207072,0.5262526896201161,ORD,Chicago,0.7473928633272919,0.6710189398000861,10.55,10.6399198652,0.41044454035461464,0.6188652905865892,1.008523209971564,0.46693035261114846,823.5052672605634,0.12012569932025531,2,5,5,2012,0,5
2013-03-02,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,10.222222222200001,9.84321537349,0.39346856567353217,0.5607200344232458,0.9629232430608976,0.4214794258953175,377.6032638053681,0.03981853831652568,2,2,3,2013,0,5
2012-04-18,ATL,Atlanta,0.3621887489465847,0.7387003640355518,MIA,Miami,0.0,0.8192441545511606,7.0,4.472135955,0.22658610271942445,0.16872677731049243,0.638876565,0.0984918709721313,473.55355045901877,0.05709923017020781,2,18,4,2012,0,0
2012-04-28,ATL,Atlanta,0.3621887489465847,0.7387003640355518,SFO,San Francisco,0.5460776929914688,0.0,8.470588235289998,6.10448244181,0.3027494985912865,0.28785903476668573,0.7206680660473643,0.18001604241208913,4219.517597667142,0.7317491207790822,2,28,4,2012,0,5
2013-03-01,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,SFO,San Francisco,0.5460776929914688,0.0,6.92857142857,4.8272350058999995,0.2228867377769925,0.19464269154567446,0.6967143307485972,0.1561405981652203,2821.5329251956728,0.47997142230952744,2,1,3,2013,0,0
2012-02-15,ATL,Atlanta,0.3621887489465847,0.7387003640355518,DTW,Detroit,0.7581909654479757,0.7596208255651364,8.46153846154,7.6986512305199994,0.3022808007708283,0.4042049993641722,0.9098405999703799,0.3685702795857094,156.51256917638386,0.0,2,15,2,2012,0,0
2012-05-04,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,12.0454545455,9.32726302287,0.48789579001379013,0.5230646905573055,0.774338816990059,0.2335113743858812,2016.491722110575,0.33498312216772885,2,4,5,2012,0,3
2012-10-25,EWR,Newark,0.6880043406485579,0.9384172867013378,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,13.84,10.0775327668,0.5808372895996217,0.5778210361112042,0.7281454311271676,0.18746896826476456,4912.5186714542615,0.8565589408228079,2,25,10,2012,0,0
2013-03-03,ORD,Chicago,0.7473928633272919,0.6710189398000861,IAH,Houston,0.1935367281207072,0.5262526896201161,6.46153846154,4.57557618622,0.19869858238480573,0.17627607420095318,0.7081248859624505,0.16751385880437386,823.5052672605634,0.12012569932025531,2,3,3,2013,0,2
2012-09-21,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,DEN,Denver,0.6496383639449108,0.34459434731456895,14.3703703704,9.81030913082,0.6083057593657459,0.5583184640425973,0.6826761508546234,0.1421483010472281,1544.881662246641,0.2500459280869736,2,21,9,2012,0,6
2012-06-10,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,BOS,Boston,0.765205407339852,1.0,12.304347826099999,9.30021887625,0.5013041601786816,0.5210909489136958,0.7558481772209302,0.21508116993590998,5258.1449040785465,0.9188063882336603,2,10,6,2012,0,6
2012-05-27,ATL,Atlanta,0.3621887489465847,0.7387003640355518,PHL,Philadelphia,0.6501134340764001,0.9175397687680062,9.65,6.17529031919,0.36383254208090443,0.29302675028917,0.6399264579471503,0.09953833242009424,1027.6848410103114,0.15689853679516363,2,27,5,2012,1,0
2011-11-29,SFO,San Francisco,0.5460776929914688,0.0,EWR,Newark,0.6880043406485579,0.9384172867013378,10.842105263199999,9.51176556747,0.42557299593685904,0.536530094392961,0.8772987659282921,0.33613480617531766,5360.173660023075,0.9371818152717916,2,29,11,2011,2,6
2012-07-05,MCO,Orlando,0.12172951756461914,0.799418501658604,ATL,Atlanta,0.3621887489465847,0.7387003640355518,12.583333333299999,8.98267253088,0.5157531290453444,0.4979157141969409,0.7138547706678514,0.17322501579590277,353.95533631165074,0.03555953542816277,2,5,7,2012,1,0
2012-12-26,ORD,Chicago,0.7473928633272919,0.6710189398000861,SEA,Seattle,1.0000000000000002,0.0012766862525279699,11.5217391304,10.4658299641,0.46077198776428285,0.6061598245069587,0.9083550534906666,0.3670895885072557,3825.7988929494127,0.6608401964752163,2,26,12,2012,2,5
2012-05-02,BOS,Boston,0.765205407339852,1.0,SFO,San Francisco,0.5460776929914688,0.0,7.5625,4.87125924856,0.2557186016404933,0.19785567815927915,0.6441334543550413,0.10373157856440429,5708.968886670745,1.0000000000000002,2,2,5,2012,0,6
2012-01-06,ATL,Atlanta,0.3621887489465847,0.7387003640355518,ORD,Chicago,0.7473928633272919,0.6710189398000861,11.666666666700001,11.188229108699998,0.4682779456218703,0.6588821120703087,0.9589910664572597,0.4175601013266006,390.6479276846078,0.042167888429941125,2,6,1,2012,2,6
2012-12-26,PHX,Phoenix,0.3528406081525697,0.20173963223618063,ORD,Chicago,0.7473928633272919,0.6710189398000861,12.625,8.850509688099999,0.517911091930113,0.4882701775786835,0.7010304703445543,0.16044263077097765,2679.014872379074,0.4543038538196032,2,26,12,2012,2,2
2012-11-06,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,SFO,San Francisco,0.5460776929914688,0.0,14.0769230769,11.4470016229,0.5931077985456938,0.6777679025770208,0.8131749786772894,0.2722206028866059,807.5231832777396,0.1172473184615949,2,6,11,2012,0,5
2012-03-05,IAH,Houston,0.1935367281207072,0.5262526896201161,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,11.2105263158,11.5690148787,0.44465393090106975,0.6866726998859795,1.0319778530286086,0.4903083358632009,2567.4154543705886,0.43420474603250286,2,5,3,2012,0,0
2012-07-29,JFK,New York,0.6855685441510919,0.9460042871958705,MCO,Orlando,0.12172951756461914,0.799418501658604,15.8125,11.5491586064,0.6829952524828365,0.6852235452102546,0.7303815719462451,0.18969780041925444,882.7930713454393,0.13080346078198446,2,29,7,2012,1,0
