DateOfDeparture,Departure,CityDeparture,LongitudeDeparture,LatitudeDeparture,Arrival,CityArrival,LongitudeArrival,LatitudeArrival,WeeksToDeparture,std_wtd,Norm mean,Norm std,Norm std(MAX),Norm mean(MAX),CV,CV of norm,Norm CV(MAX),Distance,Norm Distance,Norm Distance(MAX),mean(MinMaxScale),std(MinMaxScale),CV(MinMaxScale),Distance(MinMaxScale),mean(StandardScale),std(StandardScale),CV(StandardScale),Distance(StandardScale),Airports,Date(Norm),Day,Month,Year,IsHolidays
2012-07-01,LGA,New York,0.6919176200316315,0.9441805859593362,BOS,Boston,0.765205407339852,1.0,7.333333333330001,8.44590630621,0.0733333333333,0.0844590630621,0.743140533680656,0.7701293164699975,1.151714496301887,0.1151714496301887,0.38534457148853407,323.3318296838956,0.03233318296838956,0.0566357666511037,0.22452720153303374,0.422553124712327,0.4597013797281968,0.03004422744973377,-1.4642815978855002,-0.10538583465870656,3.9950666814842424,-1.0382954652049108,1,0.5,1,7,2012,1
2011-10-20,ATL,Atlanta,0.3621887489465847,0.7387003640355518,MIA,Miami,0.0,0.8192441545511606,11.619047619000002,8.69756397203,0.11619047619000002,0.08697563972030001,0.6401329989860717,0.6163147501160158,0.7485608336613875,0.07485608336613875,0.41477216661255784,473.55355045901877,0.047355355045901874,0.0829490508460587,0.4344747146528148,0.4394707981287431,0.14400632547076342,0.05709923017020781,0.042864115378678874,0.010615674567113825,-0.10491041259672586,-0.9403483751473577,2,0.8027397260273973,20,10,2011,0
2012-10-15,EWR,Newark,0.6880043406485579,0.9384172867013378,ORD,Chicago,0.7473928633272919,0.6710189398000861,7.8125,5.25634537171,0.078125,0.0525634537171,0.3603992280472425,0.33961820851735997,0.67281220757888,0.067281220757888,0.42377451602994676,1527.9398870021992,0.15279398870021993,0.2676385030875928,0.24800049987530398,0.20813505778872513,0.08469031562871132,0.24699470637973342,-1.2957743341079113,-1.575612783494667,-0.8752559672229384,-0.25287073923712766,2,0.7896174863387978,15,10,2012,0
2012-03-19,ATL,Atlanta,0.3621887489465847,0.7387003640355518,CLT,Charlotte,0.4350230308347669,0.8065405004832809,10.1578947368,8.48700416909,0.101578947368,0.0848700416909,0.3801551785531848,0.3783881834674592,0.8355081824527378,0.08355081824527379,0.4012040391107945,388.234640924886,0.038823464092488595,0.0680043364452963,0.3628961180740806,0.4253159263939328,0.2120916500947444,0.04173325434698252,-0.47097562195394177,-0.08644178976143864,0.7793234948934995,-0.995977740013053,2,0.21584699453551912,19,3,2012,0
2012-11-08,MSP,Minneapolis,0.881461320896298,0.5675158208024074,DEN,Denver,0.6496383639449108,0.34459434731456895,8.055555555560002,6.178446618230001,0.08055555555560001,0.061784466182300005,0.8457042137713473,0.6151982378860588,0.7669795801936458,0.07669795801936458,0.548965893149822,1275.4904022040619,0.1275490402204062,0.2234186991598547,0.2599072454113731,0.2701232658358168,0.15842937981627303,0.20152843517238794,-1.210299635089325,-1.1505705504007702,0.08240386947958948,-0.4174720518497095,2,0.855191256830601,8,11,2012,0
2012-02-05,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,14.433333333299998,10.3413576556,0.144333333333,0.10341357655599999,0.3717990992797131,0.38854625550698446,0.7164912925374515,0.07164912925374514,0.3821268520374829,377.6032638053681,0.03776032638053681,0.06614211275296897,0.572340248270262,0.5499747424929721,0.11889382752439126,0.03981853831652568,1.0325564671040723,0.7683217731620908,-0.4310500367902746,-1.0029095768126062,2,0.09836065573770492,5,2,2012,0
2012-09-09,ORD,Chicago,0.7473928633272919,0.6710189398000861,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,14.153846153800002,10.4830999526,0.141538461538,0.104830999526,0.373522741821759,0.435829662260158,0.7406538010013282,0.07406538010013282,0.3422490216941061,3029.579253321205,0.3029579253321205,0.5306701286102019,0.5586487993369804,0.5595033609919365,0.13781461413101392,0.5174406640701572,0.9342699560540564,0.8336578332402091,-0.1853230586733205,0.72622339899998,2,0.6912568306010929,9,9,2012,0
2012-04-23,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,JFK,New York,0.6855685441510919,0.9460042871958705,13.461538461500002,9.356199096769998,0.13461538461500003,0.09356199096769999,0.5265708208135328,0.5082498998791709,0.6950319329048998,0.06950319329048998,0.41373421635444857,4598.323701126353,0.4598323701126353,0.8054560801447845,0.5247342010638114,0.48374750992540116,0.1020897790155495,0.799972278567049,0.690807956219263,0.3142132949695215,-0.6492866326600822,1.749071179691242,2,0.3114754098360656,23,4,2012,0
2012-02-13,ORD,Chicago,0.7473928633272919,0.6710189398000861,MSP,Minneapolis,0.881461320896298,0.5675158208024074,9.833333333330001,7.229433302989999,0.09833333333330002,0.07229433302989999,0.6986898953938001,0.49887420460347903,0.7351966070839778,0.07351966070839779,0.5592878249164437,591.2192684676628,0.05912192684676628,0.1035597285961808,0.3469965841875049,0.3407757907244846,0.13354128291892098,0.07829088144676259,-0.5851132651389775,-0.6661186215825051,-0.24082142600192402,-0.863628346785202,2,0.12021857923497267,13,2,2012,0
2012-10-21,ATL,Atlanta,0.3621887489465847,0.7387003640355518,PHL,Philadelphia,0.6501134340764001,0.9175397687680062,10.7727272727,8.624062782380001,0.10772727272699999,0.08624062782380001,0.8304188065577971,0.7038881440349553,0.8005459122904657,0.08005459122904657,0.47112426958674675,1027.6848410103114,0.10276848410103114,0.18001233872718098,0.39301538251710294,0.4345296845005727,0.18471396064613377,0.15689853679516363,-0.25475910375173416,-0.0232646719802932,0.42376550272858743,-0.5790454481186876,2,0.8060109289617486,21,10,2012,0
2012-04-23,BOS,Boston,0.765205407339852,1.0,EWR,Newark,0.6880043406485579,0.9384172867013378,9.529411764710002,7.80318562398,0.09529411764710001,0.0780318562398,0.6807625138167924,0.7600854358587982,0.818852812392609,0.0818852812392609,0.3576639541172305,356.2123684197035,0.035621236841970355,0.062395219783275634,0.33210814943379696,0.37934626048065845,0.19904943209684245,0.035966027974703205,-0.6919925526467188,-0.40164769859356536,0.6099423331480762,-1.0168568005958287,2,0.3114754098360656,23,4,2012,0
2012-02-05,DTW,Detroit,0.7581909654479757,0.7596208255651364,LGA,New York,0.6919176200316315,0.9441805859593362,6.3571428571399995,5.32926813935,0.0635714285714,0.0532926813935,0.3366964641687065,0.27198237885488913,0.8383118421453206,0.08383118421453206,0.4943559196127834,1054.935853740084,0.1054935853740084,0.1847857073110242,0.1767058235441683,0.21303728702754007,0.21428709461327422,0.16180645703289903,-1.807575899243499,-1.5419990603616935,0.8078360487517482,-0.5612773292059893,1,0.09836065573770492,5,2,2012,0
2012-03-01,EWR,Newark,0.6880043406485579,0.9384172867013378,ORD,Chicago,0.7473928633272919,0.6710189398000861,10.5263157895,10.7464124301,0.105263157895,0.107464124301,0.5575312501211405,0.4703454671924382,1.0209091808569477,0.10209091808569477,0.4733628850668491,1527.9398870021992,0.15279398870021993,0.2676385030875928,0.38094423762651236,0.5772045285136866,0.35727246742193786,0.24699470637973342,-0.3414139728935506,0.9550316236568981,2.664807659165709,-0.25287073923712766,2,0.16666666666666666,1,3,2012,0
2011-09-19,PHL,Philadelphia,0.6501134340764001,0.9175397687680062,BOS,Boston,0.765205407339852,1.0,8.588235294119999,6.07308430216,0.08588235294119999,0.0607308430216,0.26074297431408017,0.27231446967146217,0.7071399529910393,0.07071399529910392,0.38237003245462936,477.88487627158105,0.04778848762715811,0.0837077387805253,0.2860020289049683,0.26304028965123905,0.11157113169137134,0.05787930399067451,-1.0229735720342665,-1.1991372715448423,-0.5261509412150284,-0.9375242778247959,2,0.7178082191780822,19,9,2011,0
2012-08-07,LGA,New York,0.6919176200316315,0.9441805859593362,ATL,Atlanta,0.3621887489465847,0.7387003640355518,10.8181818182,8.802793732060001,0.108181818182,0.08802793732060002,0.4314620392116691,0.40773372491454485,0.8137036222898931,0.08137036222898932,0.4225789972280984,1181.3369431650299,0.11813369431650299,0.20692649874536995,0.3952420985675928,0.44654486324046805,0.19501728753386904,0.18457135281905562,-0.2387742249585397,0.05912129405291986,0.5575762915352308,-0.47886169167104603,1,0.6010928961748634,7,8,2012,0
2012-10-25,ORD,Chicago,0.7473928633272919,0.6710189398000861,SEA,Seattle,1.0000000000000002,0.0012766862525279699,12.541666666700001,8.82673393074,0.12541666666700002,0.0882673393074,0.5152828827526567,0.5111541850225217,0.7037927386617838,0.07037927386617839,0.402564752150513,3825.7988929494127,0.38257988929494124,0.6701383330152416,0.4796717487316448,0.4481542418440272,0.10895004919303908,0.6608401964752163,0.367319095349316,0.07015651989830356,-0.5601913167607776,1.2453720037813152,2,0.8169398907103825,25,10,2012,0
2012-01-22,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,DEN,Denver,0.6496383639449108,0.34459434731456895,12.375,8.171065068139999,0.12375,0.08171065068139999,0.6222917429861676,0.6331864904572656,0.6602880863143433,0.06602880863143433,0.3924680879051569,1173.7708183524433,0.11737708183524433,0.20560119378001063,0.4715071232197137,0.40407693686451673,0.07488312916725459,0.18320869017392188,0.30870787315449183,-0.23207380305310873,-1.0026233089253045,-0.48379493238071997,2,0.060109289617486336,22,1,2012,0
2012-09-11,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,14.0,11.534296684200001,0.14,0.11534296684200002,0.3189833425193956,0.33098384728387137,0.8238783345857144,0.08238783345857144,0.3848603371699731,2377.1599998508937,0.23771599998508935,0.41639042829626693,0.5511122219451199,0.6301700062684326,0.20298473679191376,0.3999396489942337,0.8801672894397313,1.318206583072724,0.6610507014624701,0.3008350660398075,2,0.6967213114754098,11,9,2012,0
2013-01-27,CLT,Charlotte,0.4350230308347669,0.8065405004832809,LGA,New York,0.6919176200316315,0.9441805859593362,6.266666666669999,4.66700679033,0.0626666666667,0.0466700679033,0.7665914714117517,0.8074294558882714,0.7447351261160934,0.07447351261160934,0.37914151891721093,797.0463706295586,0.07970463706295586,0.1396130170704724,0.1722735982674526,0.1685168024934061,0.1410105522383578,0.1153604395652817,-1.839393419855006,-1.8472681875227006,-0.14381695061904182,-0.7294256122690963,1,0.07397260273972603,27,1,2013,0
2012-07-30,SFO,San Francisco,0.5460776929914688,0.0,SEA,Seattle,1.0000000000000002,0.0012766862525279699,14.518518518499999,12.1033065106,0.14518518518499998,0.121033065106,0.6100876257656332,0.5067994637055132,0.8336461117005531,0.08336461117005531,0.4807264532646155,584.4685506498537,0.05844685506498537,0.10237725274952299,0.5765132790873622,0.668421662073951,0.21063352982543582,0.07707507398574046,1.0625133140028677,1.5804914549110143,0.7603866771513197,-0.8680299284116291,2,0.5792349726775956,30,7,2012,0
2011-11-01,ORD,Chicago,0.7473928633272919,0.6710189398000861,MSP,Minneapolis,0.881461320896298,0.5675158208024074,11.333333333299999,9.37194394634,0.11333333333299998,0.0937194394634,0.5992171234053111,0.48625086946329066,0.8269362305618441,0.08269362305618441,0.49211406279826125,591.2192684676628,0.05912192684676628,0.1035597285961808,0.4204782137787178,0.4848059566138736,0.20537926455032507,0.07829088144676259,-0.05761226550161513,0.3214708776332662,0.6921487780025659,-0.863628346785202,2,0.8356164383561644,1,11,2011,0
2013-02-18,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,13.3181818182,10.4215270046,0.133181818182,0.104215270046,0.40187682287488996,0.3950220264321009,0.7825037341327201,0.07825037341327201,0.4062689192997522,2377.1599998508937,0.23771599998508935,0.41639042829626693,0.517711481222064,0.5553641227845257,0.17058578337713337,0.3999396489942337,0.6403941077879827,0.8052758053285628,0.24028083167389935,0.3008350660398075,2,0.13424657534246576,18,2,2013,0
2012-04-16,SFO,San Francisco,0.5460776929914688,0.0,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,11.2857142857,8.96740127987,0.11285714285699999,0.08967401279869999,0.3992508886284419,0.43387665198279934,0.7945798602426514,0.07945798602426514,0.3674697233644863,807.5231832777396,0.08075231832777396,0.14144816678947722,0.41814546363385147,0.457610597028679,0.18004216103354553,0.1172473184615949,-0.07435832897580269,0.13499708314801087,0.36309216894829727,-0.7225945541060518,2,0.2923497267759563,16,4,2012,0
2012-02-28,ATL,Atlanta,0.3621887489465847,0.7387003640355518,MIA,Miami,0.0,0.8192441545511606,11.0,9.74409402772,0.11,0.09744094027719999,0.45032358439255243,0.42452276064637623,0.8858267297927273,0.08858267297927272,0.4236094734541548,473.55355045901877,0.047355355045901874,0.0829490508460587,0.4041489627597546,0.5098237263613794,0.25149428488320336,0.05709923017020781,-0.17483470985609545,0.49301332184185814,1.291051182421299,-0.9403483751473577,2,0.16120218579234974,28,2,2012,0
2012-11-22,SFO,San Francisco,0.5460776929914688,0.0,ORD,Chicago,0.7473928633272919,0.6710189398000861,10.5714285714,7.12440473704,0.105714285714,0.0712440473704,0.7187523560476041,0.7182218662417534,0.6739301778299295,0.06739301778299295,0.39963416517860034,3833.4597352605124,0.38334597352605126,0.6714802289798503,0.38315421144615996,0.33371525087426,0.08556575770395292,0.6622199177864786,-0.32554928119411825,-0.714531500730553,-0.8638864750269716,1.2503670018940398,2,0.8934426229508197,22,11,2012,0
2012-02-21,PHL,Philadelphia,0.6501134340764001,0.9175397687680062,ORD,Chicago,0.7473928633272919,0.6710189398000861,11.3125,11.3061561402,0.113125,0.11306156140200001,0.27946951141513515,0.3237885462558204,0.9994392168132598,0.09994392168132597,0.3446790640786667,1408.7645504937798,0.14087645504937799,0.2467633960631581,0.4194576355915635,0.6148332701358001,0.34046011498221507,0.22553117209979162,-0.06493866826278015,1.2130452825680584,2.4464632189507194,-0.3305750642668166,2,0.14207650273224043,21,2,2012,0
2012-12-17,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,ORD,Chicago,0.7473928633272919,0.6710189398000861,13.0454545455,10.986906808199999,0.13045454545500001,0.10986906808199999,0.7717872521419806,0.6277900146863353,0.8422019156082152,0.08422019156082153,0.49093630365365887,1013.6221962809236,0.10136221962809236,0.1775490839768843,0.5043511849338214,0.5933717504972602,0.21733327046813433,0.1543658478507986,0.5444848351343169,1.0658874194818466,0.847397172884167,-0.5882145291453831,2,0.9617486338797814,17,12,2012,0
2011-12-18,BOS,Boston,0.765205407339852,1.0,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,12.409090909100001,9.40951438911,0.12409090909100001,0.0940951438911,0.4884757737167299,0.4769456681347353,0.7582758848361477,0.07582758848361477,0.4089931855372344,5258.1449040785465,0.5258144904078547,0.921032327983994,0.4731771602563564,0.48733162766316185,0.15161383072730028,0.9188063882336603,0.32069653224059647,0.33878895951804244,-0.006110647208360953,2.1792857082825288,2,0.9643835616438357,18,12,2011,2
2012-11-12,ORD,Chicago,0.7473928633272919,0.6710189398000861,MSP,Minneapolis,0.881461320896298,0.5675158208024074,10.5454545455,8.06950327572,0.105454545455,0.08069503275720001,0.39955085386288514,0.4005384238869256,0.7652115175218741,0.0765211517521874,0.3983545938212841,591.2192684676628,0.05912192684676628,0.1035597285961808,0.38188180227935026,0.39724945068344275,0.15704487387518917,0.07829088144676259,-0.3346834976122055,-0.278888674207584,0.06442309161021546,-0.863628346785202,2,0.8661202185792349,12,11,2012,0
2012-02-28,MIA,Miami,0.0,0.8192441545511606,JFK,New York,0.6855685441510919,0.9460042871958705,10.8636363636,7.23283159031,0.10863636363599999,0.0723283159031,0.4482132444549011,0.4425110132162879,0.6657836610349482,0.06657836610349482,0.40448512304466694,807.8739736741641,0.0807873973674164,0.1415096122804911,0.3974688146131839,0.3410042404117516,0.07918651499843887,0.11731049597734035,-0.22278934620051202,-0.66455218228244,-0.9467346179340917,-0.7223658328640595,2,0.16120218579234974,28,2,2012,0
2012-06-24,MIA,Miami,0.0,0.8192441545511606,LGA,New York,0.6919176200316315,0.9441805859593362,11.583333333299999,7.222649560010001,0.11583333333299999,0.07222649560010001,0.45152894597880744,0.4619383259916371,0.6235380915134492,0.06235380915134492,0.3903404439536419,799.5642198340215,0.07995642198340215,0.14005405103903049,0.4327251520441649,0.34031975395762293,0.046105537202341174,0.11581390539382498,0.030304567773037108,-0.6692455854336389,-1.3763620364973268,-0.7277839322143854,1,0.4808743169398907,24,6,2012,0
