DateOfDeparture,Departure,CityDeparture,LongitudeDeparture,LatitudeDeparture,Arrival,CityArrival,LongitudeArrival,LatitudeArrival,WeeksToDeparture,std_wtd,Norm mean,Norm std,Norm std(MAX),Norm mean(MAX),CV,CV of norm,Norm CV(MAX),Distance,Norm Distance,Norm Distance(MAX),Airports,Day,Month,Year,IsHolidays
2012-01-21,CLT,Charlotte,0.4350230308347669,0.8065405004832809,ATL,Atlanta,0.3621887489465847,0.7387003640355518,8.125,6.04290217252,0.08125,0.0604290217252,0.4715009891362227,0.5197221280943362,0.7437418058486154,0.07437418058486153,0.3622875012361,388.234640924886,0.038823464092488595,0.0680043364452963,2,21,1,2012,0
2013-02-07,DEN,Denver,0.6496383639449108,0.34459434731456895,MSP,Minneapolis,0.881461320896298,0.5675158208024074,6.57142857143,4.30945803686,0.0657142857143,0.0430945803686,0.6577881178440205,0.6629955947124487,0.6557870925655096,0.06557870925655096,0.39620261051645755,1275.4904022040619,0.1275490402204062,0.2234186991598547,2,7,2,2013,0
2012-06-16,DTW,Detroit,0.7581909654479757,0.7596208255651364,ATL,Atlanta,0.3621887489465847,0.7387003640355518,11.05,10.0915545722,0.1105,0.100915545722,0.557679849982619,0.6252468479427205,0.9132628572126696,0.09132628572126697,0.3561848089469779,156.51256917638386,0.015651256917638388,0.027415207944434267,2,16,6,2012,0
2012-12-25,ATL,Atlanta,0.3621887489465847,0.7387003640355518,CLT,Charlotte,0.4350230308347669,0.8065405004832809,7.64705882353,5.89428935995,0.07647058823530001,0.0589428935995,0.3441980485454524,0.3813509544789335,0.7707916855318638,0.07707916855318639,0.36043380555244936,388.234640924886,0.038823464092488595,0.0680043364452963,2,25,12,2012,2
2012-11-02,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,ATL,Atlanta,0.3621887489465847,0.7387003640355518,15.2068965517,12.1107370023,0.152068965517,0.12110737002300001,0.3514288101952345,0.3976350568054162,0.7963976713543254,0.07963976713543254,0.35293493366747963,3779.583120066245,0.3779583120066245,0.662043040537633,2,2,11,2012,0
2011-12-26,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,SFO,San Francisco,0.5460776929914688,0.0,10.1904761905,6.53160812985,0.101904761905,0.0653160812985,0.3397972521037729,0.35446325063797346,0.64095219965668,0.064095219965668,0.3828164554950914,807.5231832777396,0.08075231832777396,0.14144816678947722,2,26,12,2011,2
2012-07-01,LGA,New York,0.6919176200316315,0.9441805859593362,BOS,Boston,0.765205407339852,1.0,7.333333333330001,8.44590630621,0.0733333333333,0.0844590630621,0.743140533680656,0.7701293164699975,1.151714496301887,0.1151714496301887,0.38534457148853407,323.3318296838956,0.03233318296838956,0.0566357666511037,1,1,7,2012,1
2011-10-20,ATL,Atlanta,0.3621887489465847,0.7387003640355518,MIA,Miami,0.0,0.8192441545511606,11.619047619000002,8.69756397203,0.11619047619000002,0.08697563972030001,0.6401329989860717,0.6163147501160158,0.7485608336613875,0.07485608336613875,0.41477216661255784,473.55355045901877,0.047355355045901874,0.0829490508460587,2,20,10,2011,0
2012-10-15,EWR,Newark,0.6880043406485579,0.9384172867013378,ORD,Chicago,0.7473928633272919,0.6710189398000861,7.8125,5.25634537171,0.078125,0.0525634537171,0.3603992280472425,0.33961820851735997,0.67281220757888,0.067281220757888,0.42377451602994676,1527.9398870021992,0.15279398870021993,0.2676385030875928,2,15,10,2012,0
2012-03-19,ATL,Atlanta,0.3621887489465847,0.7387003640355518,CLT,Charlotte,0.4350230308347669,0.8065405004832809,10.1578947368,8.48700416909,0.101578947368,0.0848700416909,0.3801551785531848,0.3783881834674592,0.8355081824527378,0.08355081824527379,0.4012040391107945,388.234640924886,0.038823464092488595,0.0680043364452963,2,19,3,2012,0
2012-11-08,MSP,Minneapolis,0.881461320896298,0.5675158208024074,DEN,Denver,0.6496383639449108,0.34459434731456895,8.055555555560002,6.178446618230001,0.08055555555560001,0.061784466182300005,0.8457042137713473,0.6151982378860588,0.7669795801936458,0.07669795801936458,0.548965893149822,1275.4904022040619,0.1275490402204062,0.2234186991598547,2,8,11,2012,0
2012-02-05,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,14.433333333299998,10.3413576556,0.144333333333,0.10341357655599999,0.3717990992797131,0.38854625550698446,0.7164912925374515,0.07164912925374514,0.3821268520374829,377.6032638053681,0.03776032638053681,0.06614211275296897,2,5,2,2012,0
2012-09-09,ORD,Chicago,0.7473928633272919,0.6710189398000861,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,14.153846153800002,10.4830999526,0.141538461538,0.104830999526,0.373522741821759,0.435829662260158,0.7406538010013282,0.07406538010013282,0.3422490216941061,3029.579253321205,0.3029579253321205,0.5306701286102019,2,9,9,2012,0
2012-04-23,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,JFK,New York,0.6855685441510919,0.9460042871958705,13.461538461500002,9.356199096769998,0.13461538461500003,0.09356199096769999,0.5265708208135328,0.5082498998791709,0.6950319329048998,0.06950319329048998,0.41373421635444857,4598.323701126353,0.4598323701126353,0.8054560801447845,2,23,4,2012,0
2012-02-13,ORD,Chicago,0.7473928633272919,0.6710189398000861,MSP,Minneapolis,0.881461320896298,0.5675158208024074,9.833333333330001,7.229433302989999,0.09833333333330002,0.07229433302989999,0.6986898953938001,0.49887420460347903,0.7351966070839778,0.07351966070839779,0.5592878249164437,591.2192684676628,0.05912192684676628,0.1035597285961808,2,13,2,2012,0
2012-10-21,ATL,Atlanta,0.3621887489465847,0.7387003640355518,PHL,Philadelphia,0.6501134340764001,0.9175397687680062,10.7727272727,8.624062782380001,0.10772727272699999,0.08624062782380001,0.8304188065577971,0.7038881440349553,0.8005459122904657,0.08005459122904657,0.47112426958674675,1027.6848410103114,0.10276848410103114,0.18001233872718098,2,21,10,2012,0
2012-04-23,BOS,Boston,0.765205407339852,1.0,EWR,Newark,0.6880043406485579,0.9384172867013378,9.529411764710002,7.80318562398,0.09529411764710001,0.0780318562398,0.6807625138167924,0.7600854358587982,0.818852812392609,0.0818852812392609,0.3576639541172305,356.2123684197035,0.035621236841970355,0.062395219783275634,2,23,4,2012,0
2012-02-05,DTW,Detroit,0.7581909654479757,0.7596208255651364,LGA,New York,0.6919176200316315,0.9441805859593362,6.3571428571399995,5.32926813935,0.0635714285714,0.0532926813935,0.3366964641687065,0.27198237885488913,0.8383118421453206,0.08383118421453206,0.4943559196127834,1054.935853740084,0.1054935853740084,0.1847857073110242,1,5,2,2012,0
2012-03-01,EWR,Newark,0.6880043406485579,0.9384172867013378,ORD,Chicago,0.7473928633272919,0.6710189398000861,10.5263157895,10.7464124301,0.105263157895,0.107464124301,0.5575312501211405,0.4703454671924382,1.0209091808569477,0.10209091808569477,0.4733628850668491,1527.9398870021992,0.15279398870021993,0.2676385030875928,2,1,3,2012,0
2011-09-19,PHL,Philadelphia,0.6501134340764001,0.9175397687680062,BOS,Boston,0.765205407339852,1.0,8.588235294119999,6.07308430216,0.08588235294119999,0.0607308430216,0.26074297431408017,0.27231446967146217,0.7071399529910393,0.07071399529910392,0.38237003245462936,477.88487627158105,0.04778848762715811,0.0837077387805253,2,19,9,2011,0
2012-08-07,LGA,New York,0.6919176200316315,0.9441805859593362,ATL,Atlanta,0.3621887489465847,0.7387003640355518,10.8181818182,8.802793732060001,0.108181818182,0.08802793732060002,0.4314620392116691,0.40773372491454485,0.8137036222898931,0.08137036222898932,0.4225789972280984,1181.3369431650299,0.11813369431650299,0.20692649874536995,1,7,8,2012,0
2012-10-25,ORD,Chicago,0.7473928633272919,0.6710189398000861,SEA,Seattle,1.0000000000000002,0.0012766862525279699,12.541666666700001,8.82673393074,0.12541666666700002,0.0882673393074,0.5152828827526567,0.5111541850225217,0.7037927386617838,0.07037927386617839,0.402564752150513,3825.7988929494127,0.38257988929494124,0.6701383330152416,2,25,10,2012,0
2012-01-22,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,DEN,Denver,0.6496383639449108,0.34459434731456895,12.375,8.171065068139999,0.12375,0.08171065068139999,0.6222917429861676,0.6331864904572656,0.6602880863143433,0.06602880863143433,0.3924680879051569,1173.7708183524433,0.11737708183524433,0.20560119378001063,2,22,1,2012,0
2012-09-11,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,14.0,11.534296684200001,0.14,0.11534296684200002,0.3189833425193956,0.33098384728387137,0.8238783345857144,0.08238783345857144,0.3848603371699731,2377.1599998508937,0.23771599998508935,0.41639042829626693,2,11,9,2012,0
2013-01-27,CLT,Charlotte,0.4350230308347669,0.8065405004832809,LGA,New York,0.6919176200316315,0.9441805859593362,6.266666666669999,4.66700679033,0.0626666666667,0.0466700679033,0.7665914714117517,0.8074294558882714,0.7447351261160934,0.07447351261160934,0.37914151891721093,797.0463706295586,0.07970463706295586,0.1396130170704724,1,27,1,2013,0
2012-07-30,SFO,San Francisco,0.5460776929914688,0.0,SEA,Seattle,1.0000000000000002,0.0012766862525279699,14.518518518499999,12.1033065106,0.14518518518499998,0.121033065106,0.6100876257656332,0.5067994637055132,0.8336461117005531,0.08336461117005531,0.4807264532646155,584.4685506498537,0.05844685506498537,0.10237725274952299,2,30,7,2012,0
2011-11-01,ORD,Chicago,0.7473928633272919,0.6710189398000861,MSP,Minneapolis,0.881461320896298,0.5675158208024074,11.333333333299999,9.37194394634,0.11333333333299998,0.0937194394634,0.5992171234053111,0.48625086946329066,0.8269362305618441,0.08269362305618441,0.49211406279826125,591.2192684676628,0.05912192684676628,0.1035597285961808,2,1,11,2011,0
2013-02-18,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,13.3181818182,10.4215270046,0.133181818182,0.104215270046,0.40187682287488996,0.3950220264321009,0.7825037341327201,0.07825037341327201,0.4062689192997522,2377.1599998508937,0.23771599998508935,0.41639042829626693,2,18,2,2013,0
2012-04-16,SFO,San Francisco,0.5460776929914688,0.0,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,11.2857142857,8.96740127987,0.11285714285699999,0.08967401279869999,0.3992508886284419,0.43387665198279934,0.7945798602426514,0.07945798602426514,0.3674697233644863,807.5231832777396,0.08075231832777396,0.14144816678947722,2,16,4,2012,0
2012-02-28,ATL,Atlanta,0.3621887489465847,0.7387003640355518,MIA,Miami,0.0,0.8192441545511606,11.0,9.74409402772,0.11,0.09744094027719999,0.45032358439255243,0.42452276064637623,0.8858267297927273,0.08858267297927272,0.4236094734541548,473.55355045901877,0.047355355045901874,0.0829490508460587,2,28,2,2012,0
2012-11-22,SFO,San Francisco,0.5460776929914688,0.0,ORD,Chicago,0.7473928633272919,0.6710189398000861,10.5714285714,7.12440473704,0.105714285714,0.0712440473704,0.7187523560476041,0.7182218662417534,0.6739301778299295,0.06739301778299295,0.39963416517860034,3833.4597352605124,0.38334597352605126,0.6714802289798503,2,22,11,2012,0
2012-02-21,PHL,Philadelphia,0.6501134340764001,0.9175397687680062,ORD,Chicago,0.7473928633272919,0.6710189398000861,11.3125,11.3061561402,0.113125,0.11306156140200001,0.27946951141513515,0.3237885462558204,0.9994392168132598,0.09994392168132597,0.3446790640786667,1408.7645504937798,0.14087645504937799,0.2467633960631581,2,21,2,2012,0
2012-12-17,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,ORD,Chicago,0.7473928633272919,0.6710189398000861,13.0454545455,10.986906808199999,0.13045454545500001,0.10986906808199999,0.7717872521419806,0.6277900146863353,0.8422019156082152,0.08422019156082153,0.49093630365365887,1013.6221962809236,0.10136221962809236,0.1775490839768843,2,17,12,2012,0
2011-12-18,BOS,Boston,0.765205407339852,1.0,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,12.409090909100001,9.40951438911,0.12409090909100001,0.0940951438911,0.4884757737167299,0.4769456681347353,0.7582758848361477,0.07582758848361477,0.4089931855372344,5258.1449040785465,0.5258144904078547,0.921032327983994,2,18,12,2011,2
2012-11-12,ORD,Chicago,0.7473928633272919,0.6710189398000861,MSP,Minneapolis,0.881461320896298,0.5675158208024074,10.5454545455,8.06950327572,0.105454545455,0.08069503275720001,0.39955085386288514,0.4005384238869256,0.7652115175218741,0.0765211517521874,0.3983545938212841,591.2192684676628,0.05912192684676628,0.1035597285961808,2,12,11,2012,0
2012-02-28,MIA,Miami,0.0,0.8192441545511606,JFK,New York,0.6855685441510919,0.9460042871958705,10.8636363636,7.23283159031,0.10863636363599999,0.0723283159031,0.4482132444549011,0.4425110132162879,0.6657836610349482,0.06657836610349482,0.40448512304466694,807.8739736741641,0.0807873973674164,0.1415096122804911,2,28,2,2012,0
2012-06-24,MIA,Miami,0.0,0.8192441545511606,LGA,New York,0.6919176200316315,0.9441805859593362,11.583333333299999,7.222649560010001,0.11583333333299999,0.07222649560010001,0.45152894597880744,0.4619383259916371,0.6235380915134492,0.06235380915134492,0.3903404439536419,799.5642198340215,0.07995642198340215,0.14005405103903049,1,24,6,2012,0
2011-10-21,ATL,Atlanta,0.3621887489465847,0.7387003640355518,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,10.0909090909,7.4444552130999995,0.10090909090900001,0.074444552131,0.6102857912878995,0.6321585903108329,0.7377388049024663,0.07377388049024663,0.38552199986122765,3779.583120066245,0.3779583120066245,0.662043040537633,2,21,10,2011,0
2012-08-22,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,JFK,New York,0.6855685441510919,0.9460042871958705,21.363636363599998,14.026703617599999,0.21363636363599997,0.140267036176,0.4881851421677871,0.5340512318503854,0.6565691055057984,0.06565691055057984,0.36504263250333174,4955.860857969598,0.49558608579695984,0.8680833538155205,2,22,8,2012,0
2011-10-03,ATL,Atlanta,0.3621887489465847,0.7387003640355518,CLT,Charlotte,0.4350230308347669,0.8065405004832809,8.444444444439998,6.861848680950001,0.08444444444439998,0.0686184868095,0.42885408444456363,0.5018722466965216,0.8125873437971384,0.08125873437971384,0.3412387338591152,388.234640924886,0.038823464092488595,0.0680043364452963,2,3,10,2011,0
2012-05-28,SEA,Seattle,1.0000000000000002,0.0012766862525279699,DEN,Denver,0.6496383639449108,0.34459434731456895,10.619047619,7.499841268160001,0.10619047619,0.07499841268160001,0.454730751346596,0.4619383259916371,0.7062630790675618,0.07062630790675618,0.3931083598089732,1986.4462899651512,0.1986446289965151,0.347951850745428,2,28,5,2012,1
2011-10-07,MSP,Minneapolis,0.881461320896298,0.5675158208024074,ATL,Atlanta,0.3621887489465847,0.7387003640355518,9.27777777778,6.533223288389999,0.09277777777780001,0.0653322328839,0.6097071041017543,0.6331864904572656,0.7041797556346815,0.07041797556346815,0.3845311849723915,973.7448004122537,0.09737448004122537,0.17056404050226046,2,7,10,2011,0
2012-11-27,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,EWR,Newark,0.6880043406485579,0.9384172867013378,12.8695652174,10.033146646,0.128695652174,0.10033146646,0.31866547164593967,0.3580720393888404,0.7796026110062301,0.07796026110062301,0.35539110224338233,4912.5186714542615,0.4912518671454261,0.8604914072879204,2,27,11,2012,2
2012-05-25,EWR,Newark,0.6880043406485579,0.9384172867013378,BOS,Boston,0.765205407339852,1.0,11.5714285714,10.2204277238,0.115714285714,0.102204277238,0.5783795730414355,0.587136563877221,0.8832468403305759,0.08832468403305758,0.39338316548774105,356.2123684197035,0.035621236841970355,0.062395219783275634,2,25,5,2012,1
2012-09-12,DEN,Denver,0.6496383639449108,0.34459434731456895,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,9.125,7.570777150770001,0.09125,0.0757077715077,0.6520203296328912,0.5482819383265225,0.8296742083035618,0.08296742083035617,0.47489669677986185,860.1757255797753,0.08601757255797753,0.15067094297677935,2,12,9,2012,0
2012-10-02,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,LGA,New York,0.6919176200316315,0.9441805859593362,11.55,9.58878182264,0.1155,0.0958878182264,0.5045076307668489,0.4037833635660565,0.8301975604017315,0.08301975604017316,0.498954873824478,2571.4703686921193,0.2571470368692119,0.4504264114481282,1,2,10,2012,0
2012-03-09,LGA,New York,0.6919176200316315,0.9441805859593362,ORD,Chicago,0.7473928633272919,0.6710189398000861,12.565217391300001,9.82032255977,0.12565217391300001,0.0982032255977,0.3543978797090225,0.3590076512869735,0.7815481621964988,0.07815481621964988,0.3942115655626091,1560.8617188022472,0.15608617188022472,0.2734051892359292,1,9,3,2012,0
2012-08-19,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,EWR,Newark,0.6880043406485579,0.9384172867013378,15.9375,11.763633134200001,0.159375,0.11763633134200001,0.6033168946276604,0.6594865562834585,0.7381103143027452,0.07381103143027452,0.3653267651997846,4912.5186714542615,0.4912518671454261,0.8604914072879204,2,19,8,2012,1
2011-10-18,BOS,Boston,0.765205407339852,1.0,EWR,Newark,0.6880043406485579,0.9384172867013378,11.409090909100001,8.31899198855,0.11409090909100002,0.0831899198855,0.4702736389302426,0.422124326970647,0.7291546762866699,0.07291546762866699,0.44488955046515677,356.2123684197035,0.035621236841970355,0.062395219783275634,2,18,10,2011,0
2013-01-02,LGA,New York,0.6919176200316315,0.9441805859593362,ORD,Chicago,0.7473928633272919,0.6710189398000861,13.333333333299999,10.5528346353,0.133333333333,0.105528346353,0.35614447743643957,0.38374938815509435,0.7914625976494787,0.07914625976494787,0.3706128468322486,1560.8617188022472,0.15608617188022472,0.2734051892359292,1,2,1,2013,2
2013-02-02,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,ORD,Chicago,0.7473928633272919,0.6710189398000861,7.533333333330001,5.26262653959,0.0753333333333,0.052626265395900006,0.3353241261062502,0.3199792692409445,0.6985787441936719,0.0698578744193672,0.4184898319859094,1013.6221962809236,0.10136221962809236,0.1775490839768843,2,2,2,2013,0
2012-07-13,ORD,Chicago,0.7473928633272919,0.6710189398000861,ATL,Atlanta,0.3621887489465847,0.7387003640355518,9.8,7.964394449510001,0.098,0.07964394449510001,0.41131899541566636,0.42717366102542725,0.8126933111744898,0.08126933111744898,0.3845176247035572,390.6479276846078,0.03906479276846078,0.06842705494449085,2,13,7,2012,1
2011-11-21,IAH,Houston,0.1935367281207072,0.5262526896201161,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,11.5454545455,8.57308786248,0.115454545455,0.0857308786248,0.5549550873535424,0.5160993191815574,0.7425509172197536,0.07425509172197536,0.4294044116991455,2567.4154543705886,0.25674154543705885,0.4497161405739957,2,21,11,2011,0
2012-02-16,ATL,Atlanta,0.3621887489465847,0.7387003640355518,LGA,New York,0.6919176200316315,0.9441805859593362,8.944444444439998,7.34424322151,0.08944444444439999,0.0734424322151,0.49963752004310563,0.5905286343630393,0.8210955154487312,0.08210955154487312,0.3378749809161725,1181.3369431650299,0.11813369431650299,0.20692649874536995,1,16,2,2012,0
2012-12-07,MSP,Minneapolis,0.881461320896298,0.5675158208024074,DEN,Denver,0.6496383639449108,0.34459434731456895,7.0,5.4160256030900005,0.07,0.0541602560309,0.4021458346347713,0.3910857735167579,0.7737179432985715,0.07737179432985715,0.4106326785475981,1275.4904022040619,0.1275490402204062,0.2234186991598547,2,7,12,2012,0
2012-12-17,ATL,Atlanta,0.3621887489465847,0.7387003640355518,PHL,Philadelphia,0.6501134340764001,0.9175397687680062,7.117647058819999,5.06066143085,0.0711764705882,0.0506066143085,0.43297537342245856,0.4676945668125237,0.7110020192106832,0.07110020192106832,0.36969435730800604,1027.6848410103114,0.10276848410103114,0.18001233872718098,2,17,12,2012,0
2011-10-03,EWR,Newark,0.6880043406485579,0.9384172867013378,ATL,Atlanta,0.3621887489465847,0.7387003640355518,7.1875,5.7760280470200005,0.071875,0.05776028047020001,0.7081558144779971,0.5294226756307334,0.8036212934984348,0.08036212934984348,0.5341561562012098,1148.3068853131601,0.11483068853131602,0.20114085539933804,2,3,10,2011,0
2011-09-17,PHX,Phoenix,0.3528406081525697,0.20173963223618063,ORD,Chicago,0.7473928633272919,0.6710189398000861,12.208333333299999,8.187897573039999,0.12208333333299999,0.08187897573039998,0.7538519237542181,0.670026431718711,0.6706810298754148,0.06706810298754148,0.4492996323921725,2679.014872379074,0.2679014872379074,0.46926422714161514,2,17,9,2011,0
2012-10-04,ORD,Chicago,0.7473928633272919,0.6710189398000861,PHL,Philadelphia,0.6501134340764001,0.9175397687680062,11.9,10.5775332912,0.11900000000000001,0.105775332912,0.5518562390901598,0.5067994637055132,0.8888683437983192,0.08888683437983193,0.4348422772824354,1408.7645504937798,0.14087645504937799,0.2467633960631581,2,4,10,2012,0
2012-11-02,MSP,Minneapolis,0.881461320896298,0.5675158208024074,DEN,Denver,0.6496383639449108,0.34459434731456895,10.0,9.2951600309,0.1,0.092951600309,0.4584544115035218,0.4554625550665207,0.92951600309,0.092951600309,0.40196239871161865,1275.4904022040619,0.1275490402204062,0.2234186991598547,2,2,11,2012,0
2011-09-29,ORD,Chicago,0.7473928633272919,0.6710189398000861,EWR,Newark,0.6880043406485579,0.9384172867013378,11.6818181818,9.45861342721,0.11681818181800001,0.0945861342721,0.6870434526163797,0.5007929515423355,0.8096867525250734,0.08096867525250734,0.5478579255777165,1527.9398870021992,0.15279398870021993,0.2676385030875928,2,29,9,2011,0
2012-06-11,DEN,Denver,0.6496383639449108,0.34459434731456895,ATL,Atlanta,0.3621887489465847,0.7387003640355518,11.3684210526,10.1061616316,0.113684210526,0.101061616316,0.624566899180011,0.4554625550665207,0.8889679213006174,0.08889679213006174,0.5476060490440855,2249.1880633960923,0.22491880633960923,0.39397448261585005,2,11,6,2012,0
2012-03-31,DEN,Denver,0.6496383639449108,0.34459434731456895,ATL,Atlanta,0.3621887489465847,0.7387003640355518,10.619047619,7.31762386623,0.10619047619,0.0731762386623,0.5778000757213507,0.441311796377344,0.6891035927870812,0.06891035927870812,0.5228462641729023,2249.1880633960923,0.22491880633960923,0.39397448261585005,2,31,3,2012,0
2013-02-27,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,BOS,Boston,0.765205407339852,1.0,8.2,6.31551377844,0.08199999999999999,0.0631551377844,0.262515894998546,0.30220264317209905,0.7701846071268293,0.07701846071268294,0.34689600410522153,2887.7278382421723,0.2887727838242172,0.5058230121002089,2,27,2,2013,0
