DateOfDeparture,Departure,CityDeparture,Arrival,CityArrival,WeeksToDeparture,std_wtd,Distance,CV,x-std,x+std,variance,PAX
2012-09-16,DEN,Denver,SEA,Seattle,8.75,6.23128777769,1986.4462899651514,71.21471745931429,-3.712575555380001,21.21257555538,38.82894736838878,0
2012-09-09,DEN,Denver,LAS,Las Vegas,15.0769230769,11.120874342999999,1173.7708183524433,73.76090125470472,-7.1648256090999975,37.318671762899996,123.67384615279565,0
2012-09-08,EWR,Newark,SFO,San Francisco,15.8148148148,12.7702690684,5360.173660023075,80.74877396888127,-9.725723321999999,41.3553529516,163.0797720793338,0
2011-12-29,PHL,Philadelphia,MCO,Orlando,14.7307692308,11.2019915812,719.5833211080045,76.04485146490643,-7.673213931599999,37.1347523932,125.48461538527567,0
2012-08-22,JFK,New York,LAS,Las Vegas,15.09375,10.2685218178,4598.323701126353,68.03161452786749,-5.4432936356,35.6307936356,105.44254032263461,0
2012-04-15,ATL,Atlanta,EWR,Newark,13.0,12.047524938499999,1148.30688531316,92.6732687576923,-11.095049876999997,37.095049876999994,145.1428571437794,0
2012-09-03,ORD,Chicago,EWR,Newark,15.481481481500001,11.1333538052,1527.9398870021994,71.91400783254555,-6.7852261289,37.7481890919,123.95156695176134,0
2012-10-07,DEN,Denver,MSP,Minneapolis,8.27777777778,6.44255663132,1275.490402204062,77.82954319713346,-4.607335484859998,21.16289104042,41.5065359477653,0
2012-08-24,EWR,Newark,MCO,Orlando,16.71875,11.0314341916,841.0684679543131,65.98241011798132,-5.344118383200001,38.7816183832,121.69254032360156,0
2012-12-17,ORD,Chicago,DEN,Denver,8.944444444439998,6.15937565803,1864.999597204111,68.86258499664292,-3.3743068716200018,21.263195760499997,37.9379084967325,0
2011-10-03,LAX,Los Angeles,BOS,Boston,12.0,8.70686647477,5258.1449040785465,72.55722062308334,-5.413732949540002,29.41373294954,75.80952380947379,0
2013-02-09,LAX,Los Angeles,ATL,Atlanta,13.7857142857,10.0419753954,3779.583120066245,72.84334483717393,-6.2982365051,33.8696650765,100.84126984181898,0
2011-12-19,JFK,New York,MIA,Miami,15.392857142899999,11.467633310999998,807.8739736741642,74.49970596452576,-7.542409479099998,38.3281237649,131.5066137555568,0
2012-07-22,ATL,Atlanta,MIA,Miami,10.0909090909,7.1906625359300005,473.55355045901877,71.25881792369483,-4.290415980960001,24.472234162760003,51.705627705627265,0
2011-12-28,LAX,Los Angeles,DEN,Denver,14.2692307692,10.6077620347,1544.8816622466409,74.34011129455384,-6.946293300200001,35.4847548386,112.5246153848227,0
2012-03-13,LGA,New York,DTW,Detroit,5.27272727273,3.84943915632,1054.935853740084,73.00660468878982,-2.4261510399099997,12.97160558537,14.818181818209633,0
2013-01-31,DEN,Denver,SEA,Seattle,6.6875,4.89515066162,1986.4462899651514,73.19851456628037,-3.1028013232399996,16.47780132324,23.962499999958723,0
2012-11-06,PHL,Philadelphia,DFW,Dallas-Fort Worth,8.07692307692,6.78799845882,2420.4928123669188,84.04188568066058,-5.4990738407199995,21.65291999456,46.07692307694269,0
2011-10-04,SFO,San Francisco,ATL,Atlanta,10.25,8.62600108607,4219.517597667142,84.15610815678049,-7.002002172139999,27.50200217214,74.4078947368808,0
2012-02-02,EWR,Newark,LAX,Los Angeles,13.4782608696,11.405220356600001,4912.518671454262,84.61937683907196,-9.332179843600002,36.2887015828,130.07905138260304,0
2012-09-07,MCO,Orlando,EWR,Newark,14.222222222200001,9.75205435293,841.0684679543131,68.5691321691462,-5.2818864836599975,33.72633092806,95.10256410250095,0
2012-02-03,DEN,Denver,DFW,Dallas-Fort Worth,8.666666666669999,7.47057720725,860.1757255797752,86.19896777592841,-6.274487747830001,23.607821081169998,55.80952380948321,0
2011-11-20,DEN,Denver,PHX,Phoenix,12.1818181818,9.40939937173,845.501645814704,77.24133812625708,-6.63698056166,31.00061692526,88.53679653671293,0
2012-11-30,ORD,Chicago,SEA,Seattle,11.6,10.6790498296,3825.7988929494127,92.06077439310346,-9.7580996592,32.9580996592,114.04210526307979,0
2012-09-25,CLT,Charlotte,ATL,Atlanta,9.13333333333,8.58459306521,388.23464092488604,93.99189487459635,-8.035852797090001,26.302519463750002,73.69523809525164,0
2012-01-03,BOS,Boston,SFO,San Francisco,12.5217391304,9.68536649336,5708.968886670745,77.34841296802041,-6.84899385632,31.89247211712,93.80632411070059,0
2011-09-09,DFW,Dallas-Fort Worth,LAS,Las Vegas,11.826086956500001,7.929531534439999,2016.491722110575,67.051185769285,-4.0329761123799965,27.685150025379997,62.87747035567836,0
2012-11-02,ATL,Atlanta,MSP,Minneapolis,9.21052631579,5.9682395261000005,973.7448004122535,64.79802914051058,-2.725952736410001,21.14700536799,35.61988304090236,0
2012-12-06,LAX,Los Angeles,EWR,Newark,11.85,9.82625377028,4912.518671454262,82.9219727449789,-7.802507540559999,31.502507540559996,96.5552631579419,0
2012-06-21,MCO,Orlando,EWR,Newark,12.44,8.23144377777,841.0684679543131,66.16916220072348,-4.0228875555400005,28.902887555539998,67.75666666658844,0
2012-02-25,SFO,San Francisco,ORD,Chicago,13.1304347826,10.614331426,3833.459735260512,80.83762344309989,-8.0982280694,34.3590976346,112.66403162097119,0
2011-11-02,ATL,Atlanta,MSP,Minneapolis,10.25,8.9552983435,973.7448004122535,87.36876432682928,-7.660596687000002,28.160596687,80.19736842109386,0
2011-11-23,DEN,Denver,MSP,Minneapolis,11.1818181818,8.121906670560001,1275.490402204062,72.63493770431324,-5.061995159320002,27.425631522920003,65.96536796528704,0
2012-01-11,PHX,Phoenix,ORD,Chicago,8.4375,6.26065757995,2679.014872379074,74.20038613274075,-4.0838151599,20.9588151599,39.195833333385394,0
2012-11-02,LGA,New York,DFW,Dallas-Fort Worth,9.15,6.776701573080001,2571.4703686921193,74.06231227409837,-4.403403146160002,22.703403146160003,45.923684210584966,0
2011-11-20,DFW,Dallas-Fort Worth,LGA,New York,9.0,6.25911100622,2571.4703686921193,69.54567784688889,-3.5182220124400008,21.51822201244,39.176470588184344,0
2013-01-29,MSP,Minneapolis,DEN,Denver,8.125,8.07361959305,1275.490402204062,99.36762576061537,-8.022239186099998,24.2722391861,65.18333333328083,0
2012-01-22,ORD,Chicago,DTW,Detroit,11.315789473699999,10.8732732043,506.26018847884245,96.08939110763338,-10.430756934900002,33.0623358823,118.22807017534839,0
2012-04-02,MIA,Miami,ATL,Atlanta,13.04,9.16733330909,473.55355045901877,70.30163580590492,-5.294666618180003,31.37466661818,84.03999999995102,0
2012-09-12,DEN,Denver,LAS,Las Vegas,10.5714285714,7.208130330199999,1173.7708183524433,68.18501663721129,-3.844832088999997,24.987689231799997,51.957142857149144,0
2011-10-16,SEA,Seattle,SFO,San Francisco,13.12,9.02921185191,584.4685506498538,68.8202122858994,-4.938423703820002,31.178423703820002,81.52666666667201,0
2012-11-06,DEN,Denver,ORD,Chicago,6.84615384615,5.42902928472,1864.999597204111,79.30042775438163,-4.011904723290001,17.70421241559,29.474358974347357,0
2012-01-17,CLT,Charlotte,ATL,Atlanta,8.625,6.81053106104,388.23464092488604,78.96267896857971,-4.99606212208,22.246062122079998,46.383333333390624,0
2012-08-28,DEN,Denver,ATL,Atlanta,12.15,10.1477246607,2249.1880633960927,83.52036757777778,-8.1454493214,32.4454493214,102.97631578937893,0
2012-02-27,SEA,Seattle,DEN,Denver,8.75,7.89514618822,1986.4462899651514,90.23024215108572,-7.04029237644,24.54029237644,62.3333333333648,0
2012-09-24,DTW,Detroit,LGA,New York,11.25,9.15868871331,1054.935853740084,81.41056634053334,-7.0673774266199985,29.56737742662,83.88157894731197,0
2012-02-12,SFO,San Francisco,ATL,Atlanta,12.25,10.4874611849,4219.517597667142,85.61192804000001,-8.724922369800002,33.2249223698,109.98684210478413,0
2011-10-24,JFK,New York,MCO,Orlando,14.892857142899999,9.870792252020001,882.7930713454393,66.27870097260544,-4.8487273611400035,34.634441646940004,97.43253968253808,0
2011-12-04,SFO,San Francisco,DEN,Denver,9.352941176469999,8.60916064775,1971.1346885251635,92.04762956714417,-7.865380119030002,26.57126247197,74.1176470587672,0
2012-03-31,SFO,San Francisco,DFW,Dallas-Fort Worth,11.909090909100001,8.64599599544,2821.532925195673,72.59996637386823,-5.382901081779998,29.20108289998,74.75324675316452,0
2012-06-05,PHX,Phoenix,DEN,Denver,9.0625,7.619875327060001,845.501645814704,84.08138291928276,-6.177250654120002,24.30225065412,58.06249999993776,0
2013-02-10,DFW,Dallas-Fort Worth,BOS,Boston,6.92857142857,4.92191778937,2887.7278382421723,71.03798871257135,-2.9152641501700005,16.77240700731,24.22527472531687,0
2012-05-02,DEN,Denver,LAS,Las Vegas,11.3181818182,8.002299453080001,1173.7708183524433,70.70304737649687,-4.6864170879600024,27.32278072436,64.03679653676448,0
2012-06-17,DTW,Detroit,LGA,New York,11.142857142899999,8.63299319058,1054.935853740084,77.47557991516358,-6.123129238260002,28.40884352406,74.52857142860066,0
2011-09-23,MCO,Orlando,PHL,Philadelphia,15.0,9.092121131319999,719.5833211080045,60.61414087546666,-3.184242262639998,33.18424226264,82.66666666659566,0
2012-04-10,JFK,New York,MIA,Miami,12.9523809524,11.083664513499999,807.8739736741642,85.57240984674914,-9.214948074599997,35.1197099794,122.84761904781917,0
2012-02-02,JFK,New York,MIA,Miami,12.846153846199998,10.4792835927,807.8739736741642,81.57526149976681,-8.112413339200002,33.804721031599996,109.81538461623141,0
2012-01-04,LAX,Los Angeles,EWR,Newark,13.3703703704,10.4039495021,4912.518671454262,77.81347273021537,-7.4375286337999995,34.1782693746,108.24216524224683,0
2012-10-05,MSP,Minneapolis,DEN,Denver,8.70588235294,6.780161372359999,1275.490402204062,77.88023197982133,-4.854440391779999,22.26620509766,45.97058823524263,0
2013-01-01,ATL,Atlanta,LAX,Los Angeles,10.916666666700001,7.655158344239999,3779.583120066245,70.12358788595381,-4.393650021779997,26.22698335518,58.60144927538729,0
2013-01-08,SFO,San Francisco,DFW,Dallas-Fort Worth,11.6315789474,11.2309617987,2821.532925195673,96.55578016955685,-10.830344649999999,34.093502544799996,126.13450292385872,0
2012-09-06,SEA,Seattle,DEN,Denver,13.142857142899999,11.0692624609,1986.4462899651514,84.2226491587471,-8.9956677789,35.2813820647,122.52857142828991,0
2011-10-11,LAS,Las Vegas,ORD,Chicago,15.1034482759,9.75904279405,3029.5792533212048,64.61466690108202,-4.4146373122,34.621533864,95.23891625609923,0
2012-09-27,MIA,Miami,LGA,New York,9.23529411765,7.60369492225,799.5642198340214,82.33300234280819,-5.97209572685,24.44268396215,57.81617647065043,0
2011-10-18,MSP,Minneapolis,DEN,Denver,10.7272727273,8.066283844800001,1275.490402204062,75.1941714343851,-5.405294962300001,26.859840416900003,65.06493506488148,0
2012-12-07,JFK,New York,MIA,Miami,8.72222222222,7.621992603110001,807.8739736741642,87.38590245606049,-6.521762984000002,23.96620742844,58.09477124186356,0
2012-07-23,MIA,Miami,ATL,Atlanta,14.7857142857,10.1191316523,473.55355045901877,68.4385715615154,-5.452549018900001,35.0239775903,102.39682539657973,0
2013-03-01,CLT,Charlotte,LGA,New York,7.9375,5.54338945652,797.0463706295585,69.83797740497639,-3.14927891304,19.02427891304,30.7291666666571,0
2012-06-01,DEN,Denver,SFO,San Francisco,12.565217391300001,10.1256922859,1971.1346885251635,80.5850943168791,-7.686167180499998,32.8166019631,102.52964426873476,0
2013-01-11,CLT,Charlotte,LGA,New York,6.71428571429,4.496640992980001,797.0463706295585,66.97124883157429,-2.2789962716700014,15.707567700250001,20.219780219748166,0
2012-03-29,JFK,New York,LAS,Las Vegas,10.380952381,6.93884853903,4598.323701126353,66.8421189536521,-3.4967446970600005,24.258649459060003,48.147619047598766,0
2012-10-06,LAX,Los Angeles,ATL,Atlanta,13.8076923077,9.6416564169,3779.583120066245,69.82815232291375,-5.4756205261,33.0910051415,92.96153846154895,0
2011-12-17,MCO,Orlando,ATL,Atlanta,13.7407407407,10.4351204062,353.9553363116508,75.94292478928178,-7.129500071699999,34.6109815531,108.89173789189164,0
2012-08-31,EWR,Newark,ORD,Chicago,12.5238095238,10.3034899312,1527.9398870021994,82.27121237846559,-8.083170338599999,33.1307893862,106.16190476233977,0
2012-12-07,LGA,New York,DTW,Detroit,7.0,5.11207720338,1054.935853740084,73.029674334,-3.2241544067600003,17.22415440676,26.133333333317484,0
2011-10-06,MIA,Miami,JFK,New York,13.038461538499998,8.618495317539999,807.8739736741642,66.10055405763391,-4.19852909658,30.275452173579996,74.27846153845888,0
2013-01-04,BOS,Boston,LGA,New York,3.75,2.91547594742,323.3318296838956,77.74602526453333,-2.08095189484,9.58095189484,8.499999999984547,0
2011-11-09,DFW,Dallas-Fort Worth,LAS,Las Vegas,14.0,9.28767298979,2016.491722110575,66.34052135564286,-4.57534597958,32.57534597958,86.26086956527472,0
2012-06-28,DEN,Denver,PHX,Phoenix,10.4210526316,8.71981007358,845.501645814704,83.6749451503461,-7.018567515559999,27.860672778759998,76.03508771930724,0
2013-02-16,SFO,San Francisco,LAS,Las Vegas,13.481481481500001,10.5734441313,807.5231832777396,78.42939328151314,-7.6654067811,34.6283697441,111.79772079772242,0
2012-07-15,DTW,Detroit,ATL,Atlanta,8.36842105263,6.102918485040001,156.51256917638386,72.92795673948548,-3.837415917450002,20.57425802271,37.24561403504294,0
2012-04-25,MIA,Miami,ATL,Atlanta,12.333333333299999,11.0739935585,473.55355045901877,89.7891369610535,-9.8146537837,34.4813204503,122.63333333369948,0
2012-09-24,LAS,Las Vegas,DFW,Dallas-Fort Worth,15.7727272727,12.443900086,2016.491722110575,78.89504377304708,-9.1150728993,40.660527444699994,154.85064935035078,0
2012-11-06,LAX,Los Angeles,EWR,Newark,10.9,8.25832912883,4912.518671454262,75.76448742045872,-5.616658257660001,27.416658257660004,68.20000000008208,0
2012-07-02,DEN,Denver,ORD,Chicago,10.5238095238,7.433835131469999,1864.999597204111,70.63825238054807,-4.343860739139997,25.39147978674,55.261904761877574,0
2012-04-29,SEA,Seattle,ORD,Chicago,9.21052631579,6.04224891326,3825.7988929494127,65.60155962967626,-2.8739715107299997,21.295024142309998,36.50877192979165,0
2012-07-14,ATL,Atlanta,PHL,Philadelphia,11.1363636364,7.4277180662,1027.6848410103114,66.69787651259853,-3.719072495999999,25.9917997688,55.170995670953864,0
2012-09-02,LGA,New York,ORD,Chicago,10.8181818182,6.980492298350001,1560.8617188022474,64.52555906026971,-3.142802778500002,24.7791664149,48.72727272732367,0
2012-10-14,SEA,Seattle,DEN,Denver,9.90476190476,7.777562355289999,1986.4462899651514,78.5234660870776,-5.650362805819997,25.459886615339997,60.49047619042411,0
2012-02-26,LAS,Las Vegas,DFW,Dallas-Fort Worth,7.8,6.201382334380001,2016.491722110575,79.50490172282052,-4.602764668760002,20.20276466876,38.45714285716035,0
2013-02-09,DFW,Dallas-Fort Worth,DEN,Denver,13.0454545455,11.129015156600001,860.1757255797752,85.3095238482045,-9.212575767700002,35.3034848587,123.85497835583256,0
2011-10-08,EWR,Newark,SFO,San Francisco,13.703703703699999,9.02055266435,5360.173660023075,65.82565457770698,-4.337401625,31.7448090324,81.37037037031187,0
2012-12-09,LAS,Las Vegas,DEN,Denver,13.6923076923,10.153892773799999,1173.7708183524433,74.15764385363715,-6.615477855299998,34.000093239899996,103.10153846182784,0
2012-05-06,BOS,Boston,LAX,Los Angeles,9.36842105263,6.29118012526,5258.1449040785465,67.1530462808765,-3.213939197890001,21.950781303150002,39.57894736846644,0
2012-04-22,MSP,Minneapolis,ATL,Atlanta,10.318181818200001,8.12044077877,973.7448004122535,78.70030710688334,-5.922699739339999,26.559063375740003,65.94155844151072,0
2011-11-22,ORD,Chicago,DTW,Detroit,8.57894736842,6.551639230619999,506.26018847884245,76.36880084772716,-4.524331092819999,21.68222582966,42.92397660819902,0
2012-10-04,DFW,Dallas-Fort Worth,LAS,Las Vegas,12.6363636364,10.6661255274,2016.491722110575,84.40818762666356,-8.6958874184,33.9686146912,113.76623376625393,0
