DateOfDeparture,Departure,CityDeparture,LongitudeDeparture,LatitudeDeparture,Arrival,CityArrival,LongitudeArrival,LatitudeArrival,WeeksToDeparture,std_wtd,Distance
2011-09-19,PHL,Philadelphia,39.871944,-75.241139,BOS,Boston,42.364346999999995,-71.00518100000001,8.588235294119999,6.07308430216,477.88487627158105
2012-08-07,LGA,New York,40.777245,-73.872608,ATL,Atlanta,33.636719,-84.428067,10.8181818182,8.802793732060001,1181.3369431650299
2012-10-25,ORD,Chicago,41.978603,-87.904842,SEA,Seattle,47.449,-122.309306,12.541666666700001,8.82673393074,3825.7988929494127
2012-01-22,LAS,Las Vegas,36.080056,-115.15225,DEN,Denver,39.861655999999996,-104.67317800000001,12.375,8.171065068139999,1173.7708183524433
2012-09-11,DFW,Dallas-Fort Worth,32.896828,-97.037997,LAX,Los Angeles,33.942536,-118.408075,14.0,11.534296684200001,2377.1599998508937
2013-01-27,CLT,Charlotte,35.214,-80.943139,LGA,New York,40.777245,-73.872608,6.266666666669999,4.66700679033,797.0463706295586
2012-07-30,SFO,San Francisco,37.618972,-122.374889,SEA,Seattle,47.449,-122.309306,14.518518518499999,12.1033065106,584.4685506498537
2011-11-01,ORD,Chicago,41.978603,-87.904842,MSP,Minneapolis,44.881956,-93.221767,11.333333333299999,9.37194394634,591.2192684676628
2013-02-18,DFW,Dallas-Fort Worth,32.896828,-97.037997,LAX,Los Angeles,33.942536,-118.408075,13.3181818182,10.4215270046,2377.1599998508937
2012-04-16,SFO,San Francisco,37.618972,-122.374889,LAS,Las Vegas,36.080056,-115.15225,11.2857142857,8.96740127987,807.5231832777396
2012-02-28,ATL,Atlanta,33.636719,-84.428067,MIA,Miami,25.79325,-80.29055600000001,11.0,9.74409402772,473.55355045901877
2012-11-22,SFO,San Francisco,37.618972,-122.374889,ORD,Chicago,41.978603,-87.904842,10.5714285714,7.12440473704,3833.4597352605124
2012-02-21,PHL,Philadelphia,39.871944,-75.241139,ORD,Chicago,41.978603,-87.904842,11.3125,11.3061561402,1408.7645504937798
2012-12-17,DFW,Dallas-Fort Worth,32.896828,-97.037997,ORD,Chicago,41.978603,-87.904842,13.0454545455,10.986906808199999,1013.6221962809236
2011-12-18,BOS,Boston,42.364346999999995,-71.00518100000001,LAX,Los Angeles,33.942536,-118.408075,12.409090909100001,9.40951438911,5258.1449040785465
2012-11-12,ORD,Chicago,41.978603,-87.904842,MSP,Minneapolis,44.881956,-93.221767,10.5454545455,8.06950327572,591.2192684676628
2012-02-28,MIA,Miami,25.79325,-80.29055600000001,JFK,New York,40.639751000000004,-73.778925,10.8636363636,7.23283159031,807.8739736741641
2012-06-24,MIA,Miami,25.79325,-80.29055600000001,LGA,New York,40.777245,-73.872608,11.583333333299999,7.222649560010001,799.5642198340215
2011-10-21,ATL,Atlanta,33.636719,-84.428067,LAX,Los Angeles,33.942536,-118.408075,10.0909090909,7.4444552130999995,3779.583120066245
2012-08-22,LAX,Los Angeles,33.942536,-118.408075,JFK,New York,40.639751000000004,-73.778925,21.363636363599998,14.026703617599999,4955.860857969598
2011-10-03,ATL,Atlanta,33.636719,-84.428067,CLT,Charlotte,35.214,-80.943139,8.444444444439998,6.861848680950001,388.234640924886
2012-05-28,SEA,Seattle,47.449,-122.309306,DEN,Denver,39.861655999999996,-104.67317800000001,10.619047619,7.499841268160001,1986.4462899651512
2011-10-07,MSP,Minneapolis,44.881956,-93.221767,ATL,Atlanta,33.636719,-84.428067,9.27777777778,6.533223288389999,973.7448004122537
2012-11-27,LAX,Los Angeles,33.942536,-118.408075,EWR,Newark,40.6925,-74.168667,12.8695652174,10.033146646,4912.5186714542615
2012-05-25,EWR,Newark,40.6925,-74.168667,BOS,Boston,42.364346999999995,-71.00518100000001,11.5714285714,10.2204277238,356.2123684197035
2012-09-12,DEN,Denver,39.861655999999996,-104.67317800000001,DFW,Dallas-Fort Worth,32.896828,-97.037997,9.125,7.570777150770001,860.1757255797753
2012-10-02,DFW,Dallas-Fort Worth,32.896828,-97.037997,LGA,New York,40.777245,-73.872608,11.55,9.58878182264,2571.4703686921193
2012-03-09,LGA,New York,40.777245,-73.872608,ORD,Chicago,41.978603,-87.904842,12.565217391300001,9.82032255977,1560.8617188022472
2012-08-19,LAX,Los Angeles,33.942536,-118.408075,EWR,Newark,40.6925,-74.168667,15.9375,11.763633134200001,4912.5186714542615
2011-10-18,BOS,Boston,42.364346999999995,-71.00518100000001,EWR,Newark,40.6925,-74.168667,11.409090909100001,8.31899198855,356.2123684197035
2013-01-02,LGA,New York,40.777245,-73.872608,ORD,Chicago,41.978603,-87.904842,13.333333333299999,10.5528346353,1560.8617188022472
2013-02-02,DFW,Dallas-Fort Worth,32.896828,-97.037997,ORD,Chicago,41.978603,-87.904842,7.533333333330001,5.26262653959,1013.6221962809236
2012-07-13,ORD,Chicago,41.978603,-87.904842,ATL,Atlanta,33.636719,-84.428067,9.8,7.964394449510001,390.6479276846078
2011-11-21,IAH,Houston,29.984433000000003,-95.341442,LAX,Los Angeles,33.942536,-118.408075,11.5454545455,8.57308786248,2567.4154543705886
2012-02-16,ATL,Atlanta,33.636719,-84.428067,LGA,New York,40.777245,-73.872608,8.944444444439998,7.34424322151,1181.3369431650299
2012-12-07,MSP,Minneapolis,44.881956,-93.221767,DEN,Denver,39.861655999999996,-104.67317800000001,7.0,5.4160256030900005,1275.4904022040619
2012-12-17,ATL,Atlanta,33.636719,-84.428067,PHL,Philadelphia,39.871944,-75.241139,7.117647058819999,5.06066143085,1027.6848410103114
2011-10-03,EWR,Newark,40.6925,-74.168667,ATL,Atlanta,33.636719,-84.428067,7.1875,5.7760280470200005,1148.3068853131601
2011-09-17,PHX,Phoenix,33.434278000000006,-112.011583,ORD,Chicago,41.978603,-87.904842,12.208333333299999,8.187897573039999,2679.014872379074
2012-10-04,ORD,Chicago,41.978603,-87.904842,PHL,Philadelphia,39.871944,-75.241139,11.9,10.5775332912,1408.7645504937798
2012-11-02,MSP,Minneapolis,44.881956,-93.221767,DEN,Denver,39.861655999999996,-104.67317800000001,10.0,9.2951600309,1275.4904022040619
2011-09-29,ORD,Chicago,41.978603,-87.904842,EWR,Newark,40.6925,-74.168667,11.6818181818,9.45861342721,1527.9398870021992
2012-06-11,DEN,Denver,39.861655999999996,-104.67317800000001,ATL,Atlanta,33.636719,-84.428067,11.3684210526,10.1061616316,2249.1880633960923
2012-03-31,DEN,Denver,39.861655999999996,-104.67317800000001,ATL,Atlanta,33.636719,-84.428067,10.619047619,7.31762386623,2249.1880633960923
2013-02-27,DFW,Dallas-Fort Worth,32.896828,-97.037997,BOS,Boston,42.364346999999995,-71.00518100000001,8.2,6.31551377844,2887.7278382421723
2012-06-19,ORD,Chicago,41.978603,-87.904842,SFO,San Francisco,37.618972,-122.374889,13.48,9.3724774384,3833.4597352605124
2011-10-07,SEA,Seattle,47.449,-122.309306,SFO,San Francisco,37.618972,-122.374889,12.458333333299999,8.72766300044,584.4685506498537
2012-10-16,SFO,San Francisco,37.618972,-122.374889,DFW,Dallas-Fort Worth,32.896828,-97.037997,14.416666666700001,10.977909307000001,2821.5329251956728
2012-06-08,ORD,Chicago,41.978603,-87.904842,LAS,Las Vegas,36.080056,-115.15225,12.48,8.261961026289999,3029.579253321205
2011-12-09,SFO,San Francisco,37.618972,-122.374889,LAS,Las Vegas,36.080056,-115.15225,12.1363636364,9.55333626364,807.5231832777396
2011-12-13,LAX,Los Angeles,33.942536,-118.408075,SEA,Seattle,47.449,-122.309306,8.647058823530001,6.2343922766199995,872.1623199440232
2012-03-16,DFW,Dallas-Fort Worth,32.896828,-97.037997,LAX,Los Angeles,33.942536,-118.408075,13.222222222200001,9.75993904983,2377.1599998508937
2011-11-08,SFO,San Francisco,37.618972,-122.374889,DEN,Denver,39.861655999999996,-104.67317800000001,11.142857142899999,7.970481254510001,1971.1346885251635
2012-12-01,DFW,Dallas-Fort Worth,32.896828,-97.037997,LGA,New York,40.777245,-73.872608,11.7368421053,10.9536503569,2571.4703686921193
2012-08-23,ORD,Chicago,41.978603,-87.904842,PHX,Phoenix,33.434278000000006,-112.011583,10.210526315800001,7.480188257939999,2679.014872379074
2012-10-31,LGA,New York,40.777245,-73.872608,DTW,Detroit,42.212444,-83.353389,11.5263157895,9.26383902334,1054.935853740084
2012-03-02,LAX,Los Angeles,33.942536,-118.408075,SFO,San Francisco,37.618972,-122.374889,13.0,10.5751280528,487.13881467586566
2012-07-05,ATL,Atlanta,33.636719,-84.428067,MIA,Miami,25.79325,-80.29055600000001,11.791666666700001,8.987813811010001,473.55355045901877
2012-07-13,CLT,Charlotte,35.214,-80.943139,ATL,Atlanta,33.636719,-84.428067,10.0,8.32466215531,388.234640924886
2011-09-20,PHX,Phoenix,33.434278000000006,-112.011583,ORD,Chicago,41.978603,-87.904842,11.7619047619,8.50825929262,2679.014872379074
2012-04-02,ORD,Chicago,41.978603,-87.904842,SFO,San Francisco,37.618972,-122.374889,12.0454545455,10.2700548185,3833.4597352605124
2011-11-06,MCO,Orlando,28.429394,-81.308994,ATL,Atlanta,33.636719,-84.428067,12.041666666700001,8.045950462230001,353.95533631165074
2011-12-09,DFW,Dallas-Fort Worth,32.896828,-97.037997,LAS,Las Vegas,36.080056,-115.15225,13.44,9.66988452189,2016.491722110575
2011-10-15,ATL,Atlanta,33.636719,-84.428067,MCO,Orlando,28.429394,-81.308994,14.5483870968,9.68448487592,353.95533631165074
2012-09-11,ATL,Atlanta,33.636719,-84.428067,BOS,Boston,42.364346999999995,-71.00518100000001,8.947368421050001,7.0826367046500005,1503.038669073009
2011-09-09,EWR,Newark,40.6925,-74.168667,BOS,Boston,42.364346999999995,-71.00518100000001,11.5454545455,7.932616650660001,356.2123684197035
2012-09-14,ORD,Chicago,41.978603,-87.904842,LAX,Los Angeles,33.942536,-118.408075,15.833333333299999,11.0830200457,3390.7244973177953
2013-02-14,ATL,Atlanta,33.636719,-84.428067,ORD,Chicago,41.978603,-87.904842,9.823529411760001,8.61129559153,390.6479276846078
2013-02-13,DEN,Denver,39.861655999999996,-104.67317800000001,DFW,Dallas-Fort Worth,32.896828,-97.037997,9.588235294119999,6.91066950021,860.1757255797753
2012-02-22,MCO,Orlando,28.429394,-81.308994,ATL,Atlanta,33.636719,-84.428067,9.52380952381,7.089563086810001,353.95533631165074
2013-02-09,MSP,Minneapolis,44.881956,-93.221767,ATL,Atlanta,33.636719,-84.428067,10.4,7.49315477093,973.7448004122537
2012-03-02,BOS,Boston,42.364346999999995,-71.00518100000001,LGA,New York,40.777245,-73.872608,3.11111111111,2.57120810342,323.3318296838956
2011-12-23,PHX,Phoenix,33.434278000000006,-112.011583,DEN,Denver,39.861655999999996,-104.67317800000001,11.2727272727,8.08986325261,845.501645814704
2012-12-03,ORD,Chicago,41.978603,-87.904842,IAH,Houston,29.984433000000003,-95.341442,9.588235294119999,7.984820157100001,823.5052672605634
2012-05-17,ORD,Chicago,41.978603,-87.904842,LGA,New York,40.777245,-73.872608,12.6153846154,9.78192996531,1560.8617188022472
2012-09-26,LAX,Los Angeles,33.942536,-118.408075,BOS,Boston,42.364346999999995,-71.00518100000001,14.4285714286,9.7275042341,5258.1449040785465
2011-09-23,ATL,Atlanta,33.636719,-84.428067,ORD,Chicago,41.978603,-87.904842,8.352941176469999,5.689257162300001,390.6479276846078
2013-01-02,BOS,Boston,42.364346999999995,-71.00518100000001,LAX,Los Angeles,33.942536,-118.408075,16.3793103448,12.5026105648,5258.1449040785465
2012-11-08,ATL,Atlanta,33.636719,-84.428067,LAX,Los Angeles,33.942536,-118.408075,9.444444444439998,6.98925412348,3779.583120066245
2012-06-11,SFO,San Francisco,37.618972,-122.374889,DFW,Dallas-Fort Worth,32.896828,-97.037997,11.0,6.782329983130001,2821.5329251956728
2012-02-03,SFO,San Francisco,37.618972,-122.374889,ATL,Atlanta,33.636719,-84.428067,8.055555555560002,6.1210554859,4219.517597667142
2012-01-18,DTW,Detroit,42.212444,-83.353389,ATL,Atlanta,33.636719,-84.428067,11.95,10.8116652401,156.51256917638386
2012-10-30,DFW,Dallas-Fort Worth,32.896828,-97.037997,LGA,New York,40.777245,-73.872608,10.9444444444,8.947377020980001,2571.4703686921193
2012-08-14,ATL,Atlanta,33.636719,-84.428067,DFW,Dallas-Fort Worth,32.896828,-97.037997,10.714285714299999,8.149496040510002,1402.5714537480035
2011-10-20,EWR,Newark,40.6925,-74.168667,BOS,Boston,42.364346999999995,-71.00518100000001,10.0555555556,7.61169550736,356.2123684197035
2011-12-17,ATL,Atlanta,33.636719,-84.428067,EWR,Newark,40.6925,-74.168667,8.11764705882,5.26643087087,1148.3068853131601
2012-09-25,MSP,Minneapolis,44.881956,-93.221767,ORD,Chicago,41.978603,-87.904842,11.052631578900002,9.24045263568,591.2192684676628
2012-02-01,PHX,Phoenix,33.434278000000006,-112.011583,ORD,Chicago,41.978603,-87.904842,10.5555555556,10.511742578,2679.014872379074
2012-03-06,ATL,Atlanta,33.636719,-84.428067,ORD,Chicago,41.978603,-87.904842,14.333333333299999,13.4645504064,390.6479276846078
2013-02-20,JFK,New York,40.639751000000004,-73.778925,SFO,San Francisco,37.618972,-122.374889,11.1,9.17031825195,5403.554833417769
2012-11-21,CLT,Charlotte,35.214,-80.943139,LGA,New York,40.777245,-73.872608,13.851851851900001,9.88278886092,797.0463706295586
2012-07-25,DEN,Denver,39.861655999999996,-104.67317800000001,SEA,Seattle,47.449,-122.309306,13.0,8.461678320519999,1986.4462899651512
2011-11-19,DEN,Denver,39.861655999999996,-104.67317800000001,ATL,Atlanta,33.636719,-84.428067,12.7307692308,8.06750366499,2249.1880633960923
2012-09-11,ORD,Chicago,41.978603,-87.904842,LAS,Las Vegas,36.080056,-115.15225,12.2380952381,10.5257054961,3029.579253321205
2013-03-01,ORD,Chicago,41.978603,-87.904842,LGA,New York,40.777245,-73.872608,8.588235294119999,6.25558573926,1560.8617188022472
2012-08-06,SFO,San Francisco,37.618972,-122.374889,EWR,Newark,40.6925,-74.168667,14.703703703699999,10.9327131365,5360.173660023075
2012-10-15,IAH,Houston,29.984433000000003,-95.341442,LAX,Los Angeles,33.942536,-118.408075,9.85,6.54759899746,2567.4154543705886
2011-09-14,MIA,Miami,25.79325,-80.29055600000001,ATL,Atlanta,33.636719,-84.428067,10.956521739100001,8.09869945154,473.55355045901877
2012-01-29,ATL,Atlanta,33.636719,-84.428067,DEN,Denver,39.861655999999996,-104.67317800000001,9.333333333330001,6.8685129823199995,2249.1880633960923
2011-09-15,LAS,Las Vegas,36.080056,-115.15225,ORD,Chicago,41.978603,-87.904842,11.304347826099999,7.33258470248,3029.579253321205
2011-10-05,LAS,Las Vegas,36.080056,-115.15225,DEN,Denver,39.861655999999996,-104.67317800000001,10.6086956522,7.6440061512,1173.7708183524433
2011-10-25,LAX,Los Angeles,33.942536,-118.408075,ORD,Chicago,41.978603,-87.904842,15.575757575799999,10.3290558106,3390.7244973177953
2011-10-02,LAS,Las Vegas,36.080056,-115.15225,JFK,New York,40.639751000000004,-73.778925,13.3103448276,8.93669581108,4598.323701126353
2012-11-12,EWR,Newark,40.6925,-74.168667,BOS,Boston,42.364346999999995,-71.00518100000001,11.0,8.71175853902,356.2123684197035
2012-11-07,ATL,Atlanta,33.636719,-84.428067,BOS,Boston,42.364346999999995,-71.00518100000001,10.0,8.596204792939998,1503.038669073009
2012-01-26,LAS,Las Vegas,36.080056,-115.15225,LAX,Los Angeles,33.942536,-118.408075,17.606060606099998,12.381789536300001,377.6032638053681
2011-10-15,SFO,San Francisco,37.618972,-122.374889,DEN,Denver,39.861655999999996,-104.67317800000001,13.782608695699999,10.6427804029,1971.1346885251635
2011-09-05,BOS,Boston,42.364346999999995,-71.00518100000001,PHL,Philadelphia,39.871944,-75.241139,9.84210526316,7.28974285398,477.88487627158105
2011-12-27,LAS,Las Vegas,36.080056,-115.15225,SFO,San Francisco,37.618972,-122.374889,12.625,9.23515259637,807.5231832777396
2011-09-11,LAX,Los Angeles,33.942536,-118.408075,ATL,Atlanta,33.636719,-84.428067,12.125,8.077410799099999,3779.583120066245
2012-01-27,SFO,San Francisco,37.618972,-122.374889,EWR,Newark,40.6925,-74.168667,13.173913043499999,11.2478368584,5360.173660023075
2012-08-30,ATL,Atlanta,33.636719,-84.428067,MCO,Orlando,28.429394,-81.308994,10.1,7.03300489796,353.95533631165074
2012-09-04,DFW,Dallas-Fort Worth,32.896828,-97.037997,LGA,New York,40.777245,-73.872608,12.1304347826,8.31375830026,2571.4703686921193
2012-03-24,MCO,Orlando,28.429394,-81.308994,EWR,Newark,40.6925,-74.168667,12.708333333299999,9.452302073710001,841.0684679543131
2012-01-06,BOS,Boston,42.364346999999995,-71.00518100000001,SFO,San Francisco,37.618972,-122.374889,11.5,10.0236562297,5708.968886670745
2012-07-14,ORD,Chicago,41.978603,-87.904842,EWR,Newark,40.6925,-74.168667,14.791666666700001,12.6902193309,1527.9398870021992
2013-03-05,LGA,New York,40.777245,-73.872608,DFW,Dallas-Fort Worth,32.896828,-97.037997,5.916666666669999,4.31610795495,2571.4703686921193
2012-10-09,SFO,San Francisco,37.618972,-122.374889,EWR,Newark,40.6925,-74.168667,10.7894736842,9.80124111964,5360.173660023075
2012-01-02,EWR,Newark,40.6925,-74.168667,SFO,San Francisco,37.618972,-122.374889,15.037037037000001,11.6865520397,5360.173660023075
2012-04-26,LGA,New York,40.777245,-73.872608,DFW,Dallas-Fort Worth,32.896828,-97.037997,11.1363636364,9.92973147167,2571.4703686921193
2012-08-27,PHX,Phoenix,33.434278000000006,-112.011583,ORD,Chicago,41.978603,-87.904842,9.1875,7.617687750669999,2679.014872379074
2012-11-16,LAX,Los Angeles,33.942536,-118.408075,JFK,New York,40.639751000000004,-73.778925,16.8529411765,11.9294195874,4955.860857969598
2013-01-19,LGA,New York,40.777245,-73.872608,ORD,Chicago,41.978603,-87.904842,7.625,6.74166151627,1560.8617188022472
2011-12-16,ORD,Chicago,41.978603,-87.904842,LAX,Los Angeles,33.942536,-118.408075,16.2580645161,10.972595384100002,3390.7244973177953
2012-07-15,LAS,Las Vegas,36.080056,-115.15225,LAX,Los Angeles,33.942536,-118.408075,14.448275862100001,10.4559832731,377.6032638053681
2012-06-10,LAX,Los Angeles,33.942536,-118.408075,DEN,Denver,39.861655999999996,-104.67317800000001,10.7727272727,7.016523479019999,1544.881662246641
2011-11-01,BOS,Boston,42.364346999999995,-71.00518100000001,LAX,Los Angeles,33.942536,-118.408075,9.5,5.9160797831,5258.1449040785465
2012-10-28,DEN,Denver,39.861655999999996,-104.67317800000001,PHX,Phoenix,33.434278000000006,-112.011583,8.555555555560002,5.43650214343,845.501645814704
2012-07-22,JFK,New York,40.639751000000004,-73.778925,LAX,Los Angeles,33.942536,-118.408075,17.5277777778,12.3044384817,4955.860857969598
2012-02-02,ORD,Chicago,41.978603,-87.904842,PHL,Philadelphia,39.871944,-75.241139,9.333333333330001,9.385906354489999,1408.7645504937798
2012-03-18,EWR,Newark,40.6925,-74.168667,ATL,Atlanta,33.636719,-84.428067,9.77777777778,7.57360397197,1148.3068853131601
2012-05-03,SFO,San Francisco,37.618972,-122.374889,DFW,Dallas-Fort Worth,32.896828,-97.037997,11.2727272727,7.73478117511,2821.5329251956728
2012-01-26,LAS,Las Vegas,36.080056,-115.15225,DFW,Dallas-Fort Worth,32.896828,-97.037997,11.0952380952,7.7065216661300004,2016.491722110575
2012-02-22,JFK,New York,40.639751000000004,-73.778925,MIA,Miami,25.79325,-80.29055600000001,14.9285714286,12.2472327076,807.8739736741641
2011-09-21,ATL,Atlanta,33.636719,-84.428067,MCO,Orlando,28.429394,-81.308994,10.7083333333,7.32760810768,353.95533631165074
2012-07-15,LGA,New York,40.777245,-73.872608,ORD,Chicago,41.978603,-87.904842,12.68,10.3991986871,1560.8617188022472
2012-03-19,SFO,San Francisco,37.618972,-122.374889,DFW,Dallas-Fort Worth,32.896828,-97.037997,10.9545454545,7.17454012283,2821.5329251956728
2012-01-24,JFK,New York,40.639751000000004,-73.778925,MCO,Orlando,28.429394,-81.308994,13.9259259259,10.6804131508,882.7930713454393
2012-07-26,PHL,Philadelphia,39.871944,-75.241139,MCO,Orlando,28.429394,-81.308994,12.36,8.06680440654,719.5833211080045
2012-04-01,DFW,Dallas-Fort Worth,32.896828,-97.037997,ORD,Chicago,41.978603,-87.904842,14.3703703704,10.536194569700001,1013.6221962809236
2012-12-18,PHX,Phoenix,33.434278000000006,-112.011583,DEN,Denver,39.861655999999996,-104.67317800000001,9.31578947368,6.20082997652,845.501645814704
2012-10-02,SFO,San Francisco,37.618972,-122.374889,DFW,Dallas-Fort Worth,32.896828,-97.037997,14.041666666700001,10.5314401619,2821.5329251956728
2013-01-19,EWR,Newark,40.6925,-74.168667,ORD,Chicago,41.978603,-87.904842,8.307692307689999,9.78421019964,1527.9398870021992
2012-08-02,EWR,Newark,40.6925,-74.168667,SFO,San Francisco,37.618972,-122.374889,12.4782608696,9.79271327067,5360.173660023075
2011-12-15,MCO,Orlando,28.429394,-81.308994,EWR,Newark,40.6925,-74.168667,16.428571428599998,12.488301404000001,841.0684679543131
2011-10-13,DEN,Denver,39.861655999999996,-104.67317800000001,MSP,Minneapolis,44.881956,-93.221767,11.5454545455,7.95060508465,1275.4904022040619
2013-02-03,BOS,Boston,42.364346999999995,-71.00518100000001,LGA,New York,40.777245,-73.872608,4.5,4.44007721941,323.3318296838956
2011-11-02,PHX,Phoenix,33.434278000000006,-112.011583,ORD,Chicago,41.978603,-87.904842,11.590909090899999,8.539315746589999,2679.014872379074
2012-02-04,LGA,New York,40.777245,-73.872608,DTW,Detroit,42.212444,-83.353389,5.833333333330001,4.10838020134,1054.935853740084
2012-11-22,LAS,Las Vegas,36.080056,-115.15225,ORD,Chicago,41.978603,-87.904842,9.944444444439998,7.84010970978,3029.579253321205
2013-02-19,EWR,Newark,40.6925,-74.168667,BOS,Boston,42.364346999999995,-71.00518100000001,9.470588235289998,7.4087587275,356.2123684197035
2011-09-30,DTW,Detroit,42.212444,-83.353389,LGA,New York,40.777245,-73.872608,10.25,7.04029754156,1054.935853740084
2012-07-28,DEN,Denver,39.861655999999996,-104.67317800000001,MSP,Minneapolis,44.881956,-93.221767,11.958333333299999,7.821259582020001,1275.4904022040619
2012-05-12,ATL,Atlanta,33.636719,-84.428067,MSP,Minneapolis,44.881956,-93.221767,12.041666666700001,9.844350252,973.7448004122537
2011-09-05,ATL,Atlanta,33.636719,-84.428067,EWR,Newark,40.6925,-74.168667,9.35,7.213109410539999,1148.3068853131601
2011-12-01,ORD,Chicago,41.978603,-87.904842,BOS,Boston,42.364346999999995,-71.00518100000001,11.434782608699999,7.554806338630001,1879.7523868796684
