DateOfDeparture,Departure,CityDeparture,LongitudeDeparture,LatitudeDeparture,Arrival,CityArrival,LongitudeArrival,LatitudeArrival,WeeksToDeparture,std_wtd,PAX
2013-01-04,BOS,Boston,42.364346999999995,-71.00518100000001,LAX,Los Angeles,33.942536,-118.408075,12.2272727273,10.4148786344,5
2013-01-08,MSP,Minneapolis,44.881956,-93.221767,ATL,Atlanta,33.636719,-84.428067,10.35,10.1529098759,0
2011-12-09,EWR,Newark,40.6925,-74.168667,MCO,Orlando,28.429394,-81.308994,15.4642857143,11.003306381400002,0
2012-04-17,DFW,Dallas-Fort Worth,32.896828,-97.037997,SFO,San Francisco,37.618972,-122.374889,8.46666666667,7.7907148642,3
2012-11-15,MIA,Miami,25.79325,-80.29055600000001,JFK,New York,40.639751000000004,-73.778925,14.9047619048,13.8488438575,5
2011-11-19,ORD,Chicago,41.978603,-87.904842,SEA,Seattle,47.449,-122.309306,11.6086956522,8.06078684652,2
2012-04-20,IAH,Houston,29.984433000000003,-95.341442,ORD,Chicago,41.978603,-87.904842,10.777777777799999,10.1665863063,6
2011-09-29,DTW,Detroit,42.212444,-83.353389,ORD,Chicago,41.978603,-87.904842,10.8947368421,8.633878598239999,3
2013-02-12,LGA,New York,40.777245,-73.872608,DTW,Detroit,42.212444,-83.353389,6.692307692309999,4.98973304871,0
2012-06-23,ATL,Atlanta,33.636719,-84.428067,DTW,Detroit,42.212444,-83.353389,9.263157894739999,6.162990843769999,5
2012-01-24,DFW,Dallas-Fort Worth,32.896828,-97.037997,PHL,Philadelphia,39.871944,-75.241139,7.625,4.9648766349199995,0
2012-01-12,LAS,Las Vegas,36.080056,-115.15225,DFW,Dallas-Fort Worth,32.896828,-97.037997,12.541666666700001,8.88075186137,3
2012-08-17,LAX,Los Angeles,33.942536,-118.408075,SFO,San Francisco,37.618972,-122.374889,16.8,11.439868366199999,7
2012-01-25,DEN,Denver,39.861655999999996,-104.67317800000001,ATL,Atlanta,33.636719,-84.428067,10.5294117647,9.96316746233,5
2012-02-19,PHL,Philadelphia,39.871944,-75.241139,MCO,Orlando,28.429394,-81.308994,13.0,9.26892892832,0
2012-08-31,EWR,Newark,40.6925,-74.168667,BOS,Boston,42.364346999999995,-71.00518100000001,11.4,8.60477223773,5
2012-03-28,BOS,Boston,42.364346999999995,-71.00518100000001,ATL,Atlanta,33.636719,-84.428067,10.0952380952,7.867050031010001,6
2011-12-05,MIA,Miami,25.79325,-80.29055600000001,ATL,Atlanta,33.636719,-84.428067,13.2,11.052903087699999,6
2012-11-13,DFW,Dallas-Fort Worth,32.896828,-97.037997,LAS,Las Vegas,36.080056,-115.15225,11.666666666700001,10.7100832094,5
2012-06-01,JFK,New York,40.639751000000004,-73.778925,MIA,Miami,25.79325,-80.29055600000001,13.9259259259,9.44590235102,0
2011-09-29,ATL,Atlanta,33.636719,-84.428067,MCO,Orlando,28.429394,-81.308994,11.625,8.626614530680001,3
2012-07-06,DTW,Detroit,42.212444,-83.353389,LGA,New York,40.777245,-73.872608,8.529411764710002,5.734954741089999,5
2012-04-11,JFK,New York,40.639751000000004,-73.778925,MCO,Orlando,28.429394,-81.308994,13.08,9.304658331539999,6
2013-02-05,DFW,Dallas-Fort Worth,32.896828,-97.037997,SFO,San Francisco,37.618972,-122.374889,8.6,7.84492556643,0
2012-04-08,DTW,Detroit,42.212444,-83.353389,ORD,Chicago,41.978603,-87.904842,8.125,5.85234995536,2
2012-12-01,LAS,Las Vegas,36.080056,-115.15225,ORD,Chicago,41.978603,-87.904842,11.3,8.90948636951,5
2013-03-04,LAX,Los Angeles,33.942536,-118.408075,DFW,Dallas-Fort Worth,32.896828,-97.037997,11.3888888889,10.4607889079,5
2011-09-08,ATL,Atlanta,33.636719,-84.428067,CLT,Charlotte,35.214,-80.943139,6.06666666667,4.366539438349999,0
2012-04-17,LGA,New York,40.777245,-73.872608,ATL,Atlanta,33.636719,-84.428067,7.555555555560001,5.249338582669999,7
2012-04-26,DEN,Denver,39.861655999999996,-104.67317800000001,ORD,Chicago,41.978603,-87.904842,9.6,8.29330738418,6
2012-04-17,ORD,Chicago,41.978603,-87.904842,LAX,Los Angeles,33.942536,-118.408075,12.25,8.62377905662,7
2012-06-11,LAX,Los Angeles,33.942536,-118.408075,LAS,Las Vegas,36.080056,-115.15225,17.705882352899998,12.9907412525,7
2012-02-11,DEN,Denver,39.861655999999996,-104.67317800000001,SFO,San Francisco,37.618972,-122.374889,13.8888888889,9.51651735479,2
2011-09-27,LAX,Los Angeles,33.942536,-118.408075,SEA,Seattle,47.449,-122.309306,13.2,8.708233651739999,6
2011-10-29,MSP,Minneapolis,44.881956,-93.221767,DEN,Denver,39.861655999999996,-104.67317800000001,8.833333333330001,5.9433601112300005,2
2013-01-25,DEN,Denver,39.861655999999996,-104.67317800000001,ATL,Atlanta,33.636719,-84.428067,7.06666666667,4.589843860819999,0
2013-01-29,ORD,Chicago,41.978603,-87.904842,PHL,Philadelphia,39.871944,-75.241139,6.61538461538,5.04213019696,3
2011-09-06,ORD,Chicago,41.978603,-87.904842,SEA,Seattle,47.449,-122.309306,12.04,7.430118886439999,6
2012-08-30,PHL,Philadelphia,39.871944,-75.241139,DFW,Dallas-Fort Worth,32.896828,-97.037997,6.166666666669999,4.877281905719999,6
2012-03-25,LGA,New York,40.777245,-73.872608,CLT,Charlotte,35.214,-80.943139,6.71428571429,4.598136268409999,5
