DateOfDeparture,Departure,CityDeparture,LongitudeDeparture,LatitudeDeparture,Arrival,CityArrival,LongitudeArrival,LatitudeArrival,WeeksToDeparture,std_wtd,Norm mean,Norm std,Norm std(MAX),Norm mean(MAX),CV,CV of norm,Norm CV(MAX),Distance,Norm Distance,Norm Distance(MAX),Airports,Day,Month,Year,IsHolidays,PAX
2012-12-24,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,ORD,Chicago,0.7473928633272919,0.6710189398000861,9.0,6.3338493081900005,0.09,0.06333849308190001,0.3717990992797131,0.38854625550698446,0.7037610342433334,0.07037610342433334,0.3821268520374829,1013.6221962809236,0.10136221962809236,0.1775490839768843,2,24,12,2012,2,2
2013-02-08,DEN,Denver,0.6496383639449108,0.34459434731456895,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,10.0952380952,6.36321272554,0.10095238095199999,0.0636321272554,0.373522741821759,0.435829662260158,0.6303182416832277,0.06303182416832277,0.3422490216941061,1173.7708183524433,0.11737708183524433,0.20560119378001063,2,8,2,2013,0,0
2012-06-19,ORD,Chicago,0.7473928633272919,0.6710189398000861,PHX,Phoenix,0.3528406081525697,0.20173963223618063,11.7727272727,8.970490341649999,0.117727272727,0.08970490341649999,0.5265708208135328,0.5082498998791709,0.761972152574352,0.0761972152574352,0.41373421635444857,2679.014872379074,0.2679014872379074,0.46926422714161514,2,19,6,2012,0,0
2013-01-24,MIA,Miami,0.0,0.8192441545511606,JFK,New York,0.6855685441510919,0.9460042871958705,11.5555555556,11.902655275799999,0.115555555556,0.11902655275799999,0.6986898953938001,0.49887420460347903,1.0300374757864228,0.10300374757864228,0.5592878249164437,807.8739736741641,0.0807873973674164,0.1415096122804911,2,24,1,2013,0,2
2012-05-12,ORD,Chicago,0.7473928633272919,0.6710189398000861,LGA,New York,0.6919176200316315,0.9441805859593362,16.3043478261,14.1467464381,0.163043478261,0.141467464381,0.8304188065577971,0.7038881440349553,0.8676671148694393,0.08676671148694393,0.47112426958674675,1560.8617188022472,0.15608617188022472,0.2734051892359292,1,12,5,2012,0,3
2013-01-05,MIA,Miami,0.0,0.8192441545511606,LGA,New York,0.6919176200316315,0.9441805859593362,17.606060606099998,11.597250196500001,0.176060606061,0.11597250196500002,0.6807625138167924,0.7600854358587982,0.6587078424847569,0.06587078424847569,0.3576639541172305,799.5642198340215,0.07995642198340215,0.14005405103903049,1,5,1,2013,2,0
2012-08-12,LGA,New York,0.6919176200316315,0.9441805859593362,BOS,Boston,0.765205407339852,1.0,6.3,5.73585215988,0.063,0.057358521598800005,0.3366964641687065,0.27198237885488913,0.9104527237904763,0.09104527237904762,0.4943559196127834,323.3318296838956,0.03233318296838956,0.0566357666511037,1,12,8,2012,1,2
2012-02-29,SFO,San Francisco,0.5460776929914688,0.0,SEA,Seattle,1.0000000000000002,0.0012766862525279699,10.8947368421,9.49792221045,0.108947368421,0.0949792221045,0.5575312501211405,0.4703454671924382,0.8717899613460732,0.08717899613460732,0.4733628850668491,584.4685506498537,0.05844685506498537,0.10237725274952299,2,29,2,2012,0,3
2013-01-31,ATL,Atlanta,0.3621887489465847,0.7387003640355518,SFO,San Francisco,0.5460776929914688,0.0,6.307692307690001,4.44193305114,0.06307692307690001,0.044419330511400006,0.26074297431408017,0.27231446967146217,0.704208898351721,0.0704208898351721,0.38237003245462936,4219.517597667142,0.4219517597667142,0.7391032744142008,2,31,1,2013,0,0
2012-03-09,MSP,Minneapolis,0.881461320896298,0.5675158208024074,ORD,Chicago,0.7473928633272919,0.6710189398000861,9.444444444439998,7.35024787275,0.09444444444439998,0.0735024787275,0.4314620392116691,0.40773372491454485,0.7782615394680135,0.07782615394680134,0.4225789972280984,591.2192684676628,0.05912192684676628,0.1035597285961808,2,9,3,2012,0,3
2012-05-22,ORD,Chicago,0.7473928633272919,0.6710189398000861,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,11.84,8.778192676549999,0.1184,0.08778192676549999,0.5152828827526567,0.5111541850225217,0.7414014084923986,0.07414014084923985,0.402564752150513,3390.7244973177953,0.3390724497317795,0.5939294055769742,2,22,5,2012,1,7
2012-09-02,EWR,Newark,0.6880043406485579,0.9384172867013378,MCO,Orlando,0.12172951756461914,0.799418501658604,14.666666666700001,10.6011610395,0.146666666667,0.10601161039500001,0.6222917429861676,0.6331864904572656,0.7228064345097209,0.0722806434509721,0.3924680879051569,841.0684679543131,0.0841068467954313,0.14732405880123695,2,2,9,2012,1,2
2012-04-17,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,ATL,Atlanta,0.3621887489465847,0.7387003640355518,7.666666666669999,5.43409714347,0.0766666666667,0.0543409714347,0.3189833425193956,0.33098384728387137,0.7087952795827354,0.07087952795827354,0.3848603371699731,1402.5714537480035,0.14025714537480036,0.24567859478490348,2,17,4,2012,0,3
2012-09-27,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,18.702702702699998,13.059404582400001,0.18702702702699997,0.130594045824,0.7665914714117517,0.8074294558882714,0.6982629617758236,0.06982629617758236,0.37914151891721093,377.6032638053681,0.03776032638053681,0.06614211275296897,2,27,9,2012,0,3
2012-05-27,ATL,Atlanta,0.3621887489465847,0.7387003640355518,ORD,Chicago,0.7473928633272919,0.6710189398000861,11.7391304348,10.3932556423,0.11739130434799999,0.10393255642299999,0.6100876257656332,0.5067994637055132,0.8853514065649847,0.08853514065649846,0.4807264532646155,390.6479276846078,0.03906479276846078,0.06842705494449085,2,27,5,2012,1,2
2012-01-08,DEN,Denver,0.6496383639449108,0.34459434731456895,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,11.2631578947,10.2080692769,0.112631578947,0.102080692769,0.5992171234053111,0.48625086946329066,0.9063239077651141,0.0906323907765114,0.49211406279826125,1173.7708183524433,0.11737708183524433,0.20560119378001063,2,8,1,2012,0,0
2012-02-27,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,DEN,Denver,0.6496383639449108,0.34459434731456895,9.15,6.8462436877199995,0.0915,0.0684624368772,0.40187682287488996,0.3950220264321009,0.7482233538491803,0.07482233538491803,0.4062689192997522,860.1757255797753,0.08601757255797753,0.15067094297677935,2,27,2,2012,0,3
2012-02-16,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,SEA,Seattle,1.0000000000000002,0.0012766862525279699,10.05,6.80150912047,0.1005,0.06801509120469999,0.3992508886284419,0.43387665198279934,0.6767670766636815,0.06767670766636816,0.3674697233644863,872.1623199440232,0.08721623199440233,0.15277055055954866,2,16,2,2012,0,3
2012-02-01,MSP,Minneapolis,0.881461320896298,0.5675158208024074,ORD,Chicago,0.7473928633272919,0.6710189398000861,9.833333333330001,7.67156706133,0.09833333333330002,0.07671567061330001,0.45032358439255243,0.42452276064637623,0.780159362169417,0.0780159362169417,0.4236094734541548,591.2192684676628,0.05912192684676628,0.1035597285961808,2,1,2,2012,0,3
2012-07-26,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,16.636363636400002,12.2444328723,0.16636363636400003,0.12244432872300001,0.7187523560476041,0.7182218662417534,0.736004161721342,0.0736004161721342,0.39963416517860034,2377.1599998508937,0.23771599998508935,0.41639042829626693,2,26,7,2012,0,3
2011-12-31,PHL,Philadelphia,0.6501134340764001,0.9175397687680062,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,7.5,4.7609522857,0.075,0.047609522857,0.27946951141513515,0.3237885462558204,0.6347936380933333,0.06347936380933333,0.3446790640786667,2420.4928123669188,0.24204928123669187,0.42398073284621784,2,31,12,2011,2,4
2012-12-12,JFK,New York,0.6855685441510919,0.9460042871958705,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,14.541666666700001,13.147918223900001,0.145416666667,0.13147918223900001,0.7717872521419806,0.6277900146863353,0.9041548348793028,0.09041548348793028,0.49093630365365887,4598.323701126353,0.4598323701126353,0.8054560801447845,2,12,12,2012,0,2
2012-09-19,EWR,Newark,0.6880043406485579,0.9384172867013378,MCO,Orlando,0.12172951756461914,0.799418501658604,11.0476190476,8.32151542975,0.11047619047599999,0.08321515429750001,0.4884757737167299,0.4769456681347353,0.753240620797635,0.0753240620797635,0.4089931855372344,841.0684679543131,0.0841068467954313,0.14732405880123695,2,19,9,2012,0,0
2012-12-18,DEN,Denver,0.6496383639449108,0.34459434731456895,ATL,Atlanta,0.3621887489465847,0.7387003640355518,9.27777777778,6.80661923127,0.09277777777780001,0.0680661923127,0.39955085386288514,0.4005384238869256,0.7336475818133571,0.07336475818133571,0.3983545938212841,2249.1880633960923,0.22491880633960923,0.39397448261585005,2,18,12,2012,2,0
2012-05-21,EWR,Newark,0.6880043406485579,0.9384172867013378,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,10.25,7.635615992110001,0.1025,0.07635615992110001,0.4482132444549011,0.4425110132162879,0.7449381455717075,0.07449381455717075,0.40448512304466694,4912.5186714542615,0.4912518671454261,0.8604914072879204,2,21,5,2012,0,3
2012-01-09,ORD,Chicago,0.7473928633272919,0.6710189398000861,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,10.7,7.6921012118,0.107,0.076921012118,0.45152894597880744,0.4619383259916371,0.7188879637196262,0.07188879637196262,0.3903404439536419,1013.6221962809236,0.10136221962809236,0.1775490839768843,2,9,1,2012,0,7
2012-07-20,ORD,Chicago,0.7473928633272919,0.6710189398000861,EWR,Newark,0.6880043406485579,0.9384172867013378,14.642857142899999,10.3966315261,0.14642857142899998,0.103966315261,0.6102857912878995,0.6321585903108329,0.7100138603169464,0.07100138603169463,0.38552199986122765,1527.9398870021992,0.15279398870021993,0.2676385030875928,2,20,7,2012,1,7
2011-09-11,LGA,New York,0.6919176200316315,0.9441805859593362,ORD,Chicago,0.7473928633272919,0.6710189398000861,12.3703703704,8.3165643246,0.123703703704,0.083165643246,0.4881851421677871,0.5340512318503854,0.6722971160588688,0.06722971160588688,0.36504263250333174,1560.8617188022472,0.15608617188022472,0.2734051892359292,1,11,9,2011,0,7
2011-09-02,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,11.625,7.305819598099999,0.11625,0.073058195981,0.42885408444456363,0.5018722466965216,0.6284575998365591,0.06284575998365591,0.3412387338591152,2016.491722110575,0.2016491722110575,0.35321469816005896,2,2,9,2011,1,0
2012-04-01,DFW,Dallas-Fort Worth,0.3280227191392586,0.49322631929307437,SFO,San Francisco,0.5460776929914688,0.0,10.7,7.7466461333800005,0.107,0.0774664613338,0.454730751346596,0.4619383259916371,0.7239856199420561,0.0723985619942056,0.3931083598089732,2821.5329251956728,0.2821532925195673,0.49422811390396004,2,1,4,2012,0,0
2012-09-04,SFO,San Francisco,0.5460776929914688,0.0,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,14.666666666700001,10.3867731982,0.146666666667,0.103867731982,0.6097071041017543,0.6331864904572656,0.708189081693845,0.07081890816938449,0.3845311849723915,487.13881467586566,0.04871388146758657,0.08532868620342869,2,4,9,2012,1,7
2012-06-02,EWR,Newark,0.6880043406485579,0.9384172867013378,BOS,Boston,0.765205407339852,1.0,8.29411764706,5.42868199799,0.08294117647060001,0.0542868199799,0.31866547164593967,0.3580720393888404,0.6545219430199781,0.06545219430199781,0.35539110224338233,356.2123684197035,0.035621236841970355,0.062395219783275634,2,2,6,2012,0,2
2011-11-26,JFK,New York,0.6855685441510919,0.9460042871958705,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,13.6,9.85308750257,0.136,0.0985308750257,0.5783795730414355,0.587136563877221,0.7244917281301471,0.0724491728130147,0.39338316548774105,4598.323701126353,0.4598323701126353,0.8054560801447845,2,26,11,2011,2,5
2012-02-13,MSP,Minneapolis,0.881461320896298,0.5675158208024074,DEN,Denver,0.6496383639449108,0.34459434731456895,12.7,11.1076076348,0.127,0.11107607634800001,0.6520203296328912,0.5482819383265225,0.8746147743937009,0.08746147743937009,0.47489669677986185,1275.4904022040619,0.1275490402204062,0.2234186991598547,2,13,2,2012,0,0
2013-02-28,ORD,Chicago,0.7473928633272919,0.6710189398000861,SFO,San Francisco,0.5460776929914688,0.0,9.352941176469999,8.594628965750001,0.09352941176469999,0.08594628965750001,0.5045076307668489,0.4037833635660565,0.9189225938223851,0.09189225938223851,0.498954873824478,3833.4597352605124,0.38334597352605126,0.6714802289798503,2,28,2,2013,0,3
2011-11-16,ORD,Chicago,0.7473928633272919,0.6710189398000861,DTW,Detroit,0.7581909654479757,0.7596208255651364,8.31578947368,6.0374077548,0.0831578947368,0.060374077548000005,0.3543978797090225,0.3590076512869735,0.7260173882358106,0.07260173882358106,0.3942115655626091,506.26018847884245,0.050626018847884244,0.08867804301068355,2,16,11,2011,0,3
2012-10-11,JFK,New York,0.6855685441510919,0.9460042871958705,MCO,Orlando,0.12172951756461914,0.799418501658604,15.275862069,10.2779116546,0.15275862069,0.102779116546,0.6033168946276604,0.6594865562834585,0.6728204017668785,0.06728204017668785,0.3653267651997846,882.7930713454393,0.08827930713454393,0.15463266464922898,2,11,10,2012,0,0
2013-02-15,MSP,Minneapolis,0.881461320896298,0.5675158208024074,ORD,Chicago,0.7473928633272919,0.6710189398000861,9.77777777778,8.01142974356,0.0977777777778,0.0801142974356,0.4702736389302426,0.422124326970647,0.819350769227541,0.0819350769227541,0.44488955046515677,591.2192684676628,0.05912192684676628,0.1035597285961808,2,15,2,2013,0,3
2012-11-12,SFO,San Francisco,0.5460776929914688,0.0,SEA,Seattle,1.0000000000000002,0.0012766862525279699,8.88888888889,6.067162229269999,0.0888888888889,0.06067162229269999,0.35614447743643957,0.38374938815509435,0.6825557507927896,0.06825557507927896,0.3706128468322486,584.4685506498537,0.05844685506498537,0.10237725274952299,2,12,11,2012,0,3
2011-09-26,DTW,Detroit,0.7581909654479757,0.7596208255651364,LGA,New York,0.6919176200316315,0.9441805859593362,7.4117647058800005,5.71247345212,0.0741176470588,0.0571247345212,0.3353241261062502,0.3199792692409445,0.7707305451275462,0.07707305451275462,0.4184898319859094,1054.935853740084,0.1054935853740084,0.1847857073110242,1,26,9,2011,0,3
2012-06-08,DTW,Detroit,0.7581909654479757,0.7596208255651364,LGA,New York,0.6919176200316315,0.9441805859593362,9.894736842110001,7.00709748788,0.09894736842110001,0.0700709748788,0.41131899541566636,0.42717366102542725,0.7081641078173205,0.07081641078173205,0.3845176247035572,1054.935853740084,0.1054935853740084,0.1847857073110242,1,8,6,2012,0,0
2011-12-15,SFO,San Francisco,0.5460776929914688,0.0,EWR,Newark,0.6880043406485579,0.9384172867013378,11.9545454545,9.45403553403,0.119545454545,0.0945403553403,0.5549550873535424,0.5160993191815574,0.790831869769775,0.0790831869769775,0.4294044116991455,5360.173660023075,0.5360173660023075,0.9389039888688071,2,15,12,2011,0,3
2011-09-18,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,ORD,Chicago,0.7473928633272919,0.6710189398000861,13.6785714286,8.51166333324,0.136785714286,0.0851166333324,0.49963752004310563,0.5905286343630393,0.6222625935514939,0.062226259355149395,0.3378749809161725,3029.579253321205,0.3029579253321205,0.5306701286102019,2,18,9,2011,0,3
2011-12-01,ORD,Chicago,0.7473928633272919,0.6710189398000861,DEN,Denver,0.6496383639449108,0.34459434731456895,9.05882352941,6.85082648513,0.09058823529410001,0.0685082648513,0.4021458346347713,0.3910857735167579,0.756260066540472,0.0756260066540472,0.4106326785475981,1864.999597204111,0.1864999597204111,0.326678886192303,2,1,12,2011,2,3
2011-12-18,SFO,San Francisco,0.5460776929914688,0.0,SEA,Seattle,1.0000000000000002,0.0012766862525279699,10.833333333299999,7.37602854533,0.10833333333299999,0.07376028545329999,0.43297537342245856,0.4676945668125237,0.680864173417172,0.06808641734171719,0.36969435730800604,584.4685506498537,0.05844685506498537,0.10237725274952299,2,18,12,2011,2,0
2012-02-26,MSP,Minneapolis,0.881461320896298,0.5675158208024074,DEN,Denver,0.6496383639449108,0.34459434731456895,12.2631578947,12.0639136144,0.12263157894700001,0.120639136144,0.7081558144779971,0.5294226756307334,0.9837526123360026,0.09837526123360027,0.5341561562012098,1275.4904022040619,0.1275490402204062,0.2234186991598547,2,26,2,2012,0,5
2012-12-21,EWR,Newark,0.6880043406485579,0.9384172867013378,BOS,Boston,0.765205407339852,1.0,15.52,12.8423777653,0.1552,0.128423777653,0.7538519237542181,0.670026431718711,0.8274727941559279,0.08274727941559279,0.4492996323921725,356.2123684197035,0.035621236841970355,0.062395219783275634,2,21,12,2012,2,5
2012-03-15,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,ATL,Atlanta,0.3621887489465847,0.7387003640355518,11.7391304348,9.401244556410001,0.11739130434799999,0.0940124455641,0.5518562390901598,0.5067994637055132,0.8008467585078136,0.08008467585078136,0.4348422772824354,3779.583120066245,0.3779583120066245,0.662043040537633,2,15,3,2012,0,3
2012-11-23,CLT,Charlotte,0.4350230308347669,0.8065405004832809,LGA,New York,0.6919176200316315,0.9441805859593362,10.55,7.810081204510001,0.10550000000000001,0.07810081204510001,0.4584544115035218,0.4554625550665207,0.7402920572995262,0.07402920572995261,0.40196239871161865,797.0463706295586,0.07970463706295586,0.1396130170704724,1,23,11,2012,2,5
2012-12-01,ATL,Atlanta,0.3621887489465847,0.7387003640355518,ORD,Chicago,0.7473928633272919,0.6710189398000861,11.6,11.7042502402,0.11599999999999999,0.11704250240200001,0.6870434526163797,0.5007929515423355,1.0089870896724138,0.10089870896724137,0.5478579255777165,390.6479276846078,0.03906479276846078,0.06842705494449085,2,1,12,2012,2,5
2012-05-05,IAH,Houston,0.1935367281207072,0.5262526896201161,ORD,Chicago,0.7473928633272919,0.6710189398000861,10.55,10.6399198652,0.10550000000000001,0.106399198652,0.624566899180011,0.4554625550665207,1.008523209971564,0.1008523209971564,0.5476060490440855,823.5052672605634,0.08235052672605635,0.14424763623835418,2,5,5,2012,0,5
2013-03-02,LAX,Los Angeles,0.37631049490320123,0.07722087888839058,LAS,Las Vegas,0.4750149960172241,0.14060113014463704,10.222222222200001,9.84321537349,0.102222222222,0.09843215373490001,0.5778000757213507,0.441311796377344,0.9629232430608976,0.09629232430608976,0.5228462641729023,377.6032638053681,0.03776032638053681,0.06614211275296897,2,2,3,2013,0,5
