DateOfDeparture,Departure,CityDeparture,LongitudeDeparture,LatitudeDeparture,Arrival,CityArrival,LongitudeArrival,LatitudeArrival,WeeksToDeparture,std_wtd,Distance,Airports,IsHolidays,PAX
2012-07-26,LAX,Los Angeles,-0.8288391727624693,-1.4137662366132386,DFW,Dallas-Fort Worth,-1.028897180731876,-0.19204000830198248,1.850481101835835,1.6914531651199305,0.3175783037863424,2,0,3
2011-12-31,PHL,Philadelphia,0.44226278487615706,1.0604883599094759,DFW,Dallas-Fort Worth,-1.028897180731876,-0.19204000830198248,-1.415173107693761,-1.8061355697733383,0.3459921721223465,2,2,4
2012-12-12,JFK,New York,0.6068594833642096,1.144299953824779,LAS,Las Vegas,-0.3522048283129221,-1.2272921856374157,1.1017635322399426,2.1137192686166926,1.7740231846122232,2,0,2
2012-09-19,EWR,Newark,0.6181674178432467,1.1219606120897538,MCO,Orlando,-1.9785867482829338,0.7068921531879545,-0.1471306416030326,-0.14201879972323575,-0.6896561683176605,2,0,0
2012-12-18,DEN,Denver,0.440057320698251,-0.6265055416448485,ATL,Atlanta,-0.8716107465450657,0.5286332366034194,-0.7797334826239547,-0.8500428023275599,0.23366550094702757,2,2,0
2012-05-21,EWR,Newark,0.6181674178432467,1.1219606120897538,LAX,Los Angeles,-0.8066000011194456,-1.4133666497775126,-0.4322274376651335,-0.46259077403355275,1.9800447650353818,2,0,3
2012-01-09,ORD,Chicago,0.8938725204479091,0.3346266643573873,DFW,Dallas-Fort Worth,-1.028897180731876,-0.19204000830198248,-0.27138178256954015,-0.43619101715712433,-0.5765105257230155,2,0,7
2012-07-20,ORD,Chicago,0.8938725204479091,0.3346266643573873,EWR,Newark,0.6283110444931392,1.1149707570164968,1.1379325287595508,0.8278377527458828,-0.2392659690345334,2,1,7
2011-09-11,LGA,New York,0.6363344145147665,1.138930205242993,ORD,Chicago,0.901711524924661,0.3299312040738194,0.32566669849547636,-0.14433282050507928,-0.21767871125382277,1,0,7
2011-09-02,DFW,Dallas-Fort Worth,-1.0530102006152278,-0.1888700864776597,LAS,Las Vegas,-0.3522048283129221,-1.2272921856374157,0.059245397349180315,-0.6167292312860856,0.0810835931580646,2,1,0
2012-04-01,DFW,Dallas-Fort Worth,-1.0530102006152278,-0.1888700864776597,SFO,San Francisco,-0.025061221818141473,-1.6400750230449435,-0.27138178256954015,-0.4106981063309171,0.6089592010720222,2,0,0
2012-09-04,SFO,San Francisco,-0.04071243283613562,-1.6411371988017678,LAX,Los Angeles,-0.8066000011194456,-1.4133666497775126,1.1464428808776075,0.8232302207012797,-0.921732278418807,2,1,7
2012-06-02,EWR,Newark,0.6181674178432467,1.1219606120897538,BOS,Boston,0.9837131958045018,1.2957679320073814,-1.1313278339952342,-1.4940556635541793,-1.0075823903691392,2,0,2
2011-11-26,JFK,New York,0.6068594833642096,1.144299953824779,LAS,Las Vegas,-0.3522048283129221,-1.2272921856374157,0.7651791058242855,0.5737990829561584,1.7740231846122232,2,2,5
2012-02-13,MSP,Minneapolis,1.5162715326285485,0.02986965958372141,DEN,Denver,0.45168977173065483,-0.6284001361306121,0.4434877956330981,1.1601299261257523,-0.4048002606269297,2,0,0
2013-02-28,ORD,Chicago,0.8938725204479091,0.3346266643573873,SFO,San Francisco,-0.025061221818141473,-1.6400750230449435,-0.7528674690650569,-0.014372470477599817,1.2724922947575934,2,0,3
2011-11-16,ORD,Chicago,0.8938725204479091,0.3346266643573873,DTW,Detroit,0.9514215728326335,0.5900524262014935,-1.1235815692178739,-1.2095527073401449,-0.90919415393311,2,0,3
2012-10-11,JFK,New York,0.6068594833642096,1.144299953824779,MCO,Orlando,-1.9785867482829338,0.7068921531879545,1.364190511020201,0.7723511004640693,-0.6622968228634735,2,0,0
2013-02-15,MSP,Minneapolis,1.5162715326285485,0.02986965958372141,ORD,Chicago,0.901711524924661,0.3299312040738194,-0.6010160880732952,-0.2869449728213264,-0.8534854202371919,2,0,3
2012-11-12,SFO,San Francisco,-0.04071243283613562,-1.6411371988017678,SEA,Seattle,2.0646115165669774,-1.6363268727046463,-0.9187359006081987,-1.1956462217797648,-0.8579119505293998,2,0,3
2011-09-26,DTW,Detroit,0.9440015978998523,0.5955081294237772,LGA,New York,0.646326183027276,1.1318908985409502,-1.446711471438836,-1.3614187466092214,-0.5494206426675541,1,0,3
2012-06-08,DTW,Detroit,0.9440015978998523,0.5955081294237772,LGA,New York,0.646326183027276,1.1318908985409502,-0.5592108495810139,-0.7563443576271436,-0.5494206426675541,1,0,0
2011-12-15,SFO,San Francisco,-0.04071243283613562,-1.6411371988017678,EWR,Newark,0.6283110444931392,1.1149707570164968,0.1770364073776861,0.3872923293605551,2.273577752317151,2,0,3
2011-09-18,LAS,Las Vegas,-0.3706136877744708,-1.2271479421917033,ORD,Chicago,0.901711524924661,0.3299312040738194,0.7932632678353159,-0.05314849966512448,0.7453777862483678,2,0,3
2011-12-01,ORD,Chicago,0.8938725204479091,0.3346266643573873,DEN,Denver,0.45168977173065483,-0.6284001361306121,-0.8579953482129236,-0.8293814548018958,-0.018251692070465023,2,2,3
2011-12-18,SFO,San Francisco,-0.04071243283613562,-1.6411371988017678,SEA,Seattle,2.0646115165669774,-1.6363268727046463,-0.22372381070127892,-0.5839153527600864,-0.8579119505293998,2,2,0
2012-02-26,MSP,Minneapolis,1.5162715326285485,0.02986965958372141,DEN,Denver,0.45168977173065483,-0.6284001361306121,0.2873452298546169,1.607083049428992,-0.4048002606269297,2,0,5
2012-12-21,EWR,Newark,0.6181674178432467,1.1219606120897538,BOS,Boston,0.9837131958045018,1.2957679320073814,1.451453900898818,1.9709174194387802,-1.0075823903691392,2,2,5
2012-03-15,LAX,Los Angeles,-0.8288391727624693,-1.4137662366132386,ATL,Atlanta,-0.8716107465450657,0.5286332366034194,0.1000395852419601,0.36261916738852673,1.2371647228407383,2,0,3
2012-11-23,CLT,Charlotte,-0.5562722690400336,0.7336595178213434,LGA,New York,0.646326183027276,1.1318908985409502,-0.3249970009347375,-0.38105016542775955,-0.7185220093428133,1,2,5
2012-12-01,ATL,Atlanta,-0.8943979245601477,0.5339094331141337,ORD,Chicago,0.901711524924661,0.3299312040738194,0.050309527621647206,1.43898552430036,-0.9850025625154125,2,2,5
2012-05-05,IAH,Houston,-1.6773475688511363,-0.0916264691172892,ORD,Chicago,0.901711524924661,0.3299312040738194,-0.3249970009347375,0.9415445425638082,-0.7011725791642093,2,0,5
2013-03-02,LAX,Los Angeles,-0.8288391727624693,-1.4137662366132386,LAS,Las Vegas,-0.3522048283129221,-1.2272921856374157,-0.44215618181477945,0.5691851005905937,-0.9935561121336165,2,0,5
2012-04-18,ATL,Atlanta,-0.8943979245601477,0.5339094331141337,MIA,Miami,-2.538979684219383,0.7650971565618796,-1.5938905022444207,-1.9411209863879462,-0.9306403064547109,2,0,0
2012-04-28,ATL,Atlanta,-0.8943979245601477,0.5339094331141337,SFO,San Francisco,-0.025061221818141473,-1.6400750230449435,-1.068251106508659,-1.1782037024262089,1.525635274305586,2,0,5
2013-03-01,DFW,Dallas-Fort Worth,-1.0530102006152278,-0.1888700864776597,SFO,San Francisco,-0.025061221818141473,-1.6400750230449435,-1.6194215586093113,-1.7751567100292887,0.6089592010720222,2,0,0
2012-02-15,ATL,Atlanta,-0.8943979245601477,0.5339094331141337,DTW,Detroit,0.9514215728326335,0.5900524262014935,-1.0714858104804044,-0.433129704787392,-1.1385280519351342,2,0,0
2012-05-04,LAS,Las Vegas,-0.3706136877744708,-1.2271479421917033,DFW,Dallas-Fort Worth,-1.028897180731876,-0.19204000830198248,0.20953047914666387,0.32804207785040856,0.0810835931580646,2,0,3
2012-10-25,EWR,Newark,0.6181674178432467,1.1219606120897538,LAX,Los Angeles,-0.8066000011194456,-1.4133666497775126,0.8509634552086022,0.6786990982213343,1.9800447650353818,2,0,0
2013-03-03,ORD,Chicago,0.8938725204479091,0.3346266643573873,IAH,Houston,-1.6480157056139133,-0.09507977164638755,-1.7863553886830426,-1.8927756498479336,-0.7011725791642093,2,0,2
2012-09-21,LAX,Los Angeles,-0.8288391727624693,-1.4137662366132386,DEN,Denver,0.45168977173065483,-0.6284001361306121,1.0405362766981145,0.553805558633026,-0.22815703464455525,2,0,6
2012-06-10,LAX,Los Angeles,-0.8288391727624693,-1.4137662366132386,BOS,Boston,0.9837131958045018,1.2957679320073814,0.3020679442976731,0.31540233068085144,2.2066762181316646,2,0,6
2012-05-27,ATL,Atlanta,-0.8943979245601477,0.5339094331141337,PHL,Philadelphia,0.4538768004077361,1.0536776430729469,-0.6466883111259248,-1.1451098991617963,-0.5672894733011572,2,1,0
2011-11-29,SFO,San Francisco,-0.04071243283613562,-1.6411371988017678,EWR,Newark,0.6283110444931392,1.1149707570164968,-0.22058841778746086,0.41427388056365566,2.273577752317151,2,2,6
2012-07-05,MCO,Orlando,-2.0107051514469734,0.7126893378805942,ATL,Atlanta,-0.8716107465450657,0.5286332366034194,0.40178707022602955,0.16698923499361568,-1.0090623546138933,2,1,0
2012-12-26,ORD,Chicago,0.8938725204479091,0.3346266643573873,SEA,Seattle,2.0646115165669774,-1.6363268727046463,0.022336370201285607,0.8601793449261824,1.2674689844268832,2,2,5
2012-05-02,BOS,Boston,0.9765654222599194,1.3032861937000686,SFO,San Francisco,-0.025061221818141473,-1.6400750230449435,-1.3928334333749286,-1.7545808972897539,2.5022871545173544,2,0,6
2012-01-06,ATL,Atlanta,-0.8943979245601477,0.5339094331141337,ORD,Chicago,0.901711524924661,0.3299312040738194,0.0741385135736502,1.1978103551239967,-0.9850025625154125,2,2,6
2012-12-26,PHX,Phoenix,-0.9377957058236924,-1.0471303064508393,ORD,Chicago,0.901711524924661,0.3299312040738194,0.4166801864504994,0.10521967940653829,0.5155083274012454,2,2,2
2012-11-06,LAS,Las Vegas,-0.3706136877744708,-1.2271479421917033,SFO,San Francisco,-0.025061221818141473,-1.6400750230449435,0.9356480052335893,1.3187540550631107,-0.711652231964382,2,0,5
2012-03-05,IAH,Houston,-1.6773475688511363,-0.0916264691172892,LAX,Los Angeles,-0.8066000011194456,-1.4133666497775126,-0.0889019165508937,1.3757799515099958,0.44233119013384287,2,0,0
2012-07-29,JFK,New York,0.6068594833642096,1.144299953824779,MCO,Orlando,-1.9785867482829338,0.7068921531879545,1.5560035767109541,1.3664996342151525,-0.6622968228634735,2,1,0
2012-06-27,EWR,Newark,0.6181674178432467,1.1219606120897538,ORD,Chicago,0.901711524924661,0.3299312040738194,0.4649338829791774,-0.023745269081799778,-0.2392659690345334,2,0,3
2012-02-05,LGA,New York,0.6363344145147665,1.138930205242993,ORD,Chicago,0.901711524924661,0.3299312040738194,-1.2364557131431015,-1.671157699959196,-0.21767871125382277,1,0,3
2012-10-17,ORD,Chicago,0.8938725204479091,0.3346266643573873,DTW,Detroit,0.9514215728326335,0.5900524262014935,-0.542611710769322,0.764918485549008,-0.90919415393311,2,0,3
2012-02-14,DFW,Dallas-Fort Worth,-1.0530102006152278,-0.1888700864776597,SFO,San Francisco,-0.025061221818141473,-1.6400750230449435,-1.1173107834438527,-0.8336242310011511,0.6089592010720222,2,0,6
2012-05-07,DFW,Dallas-Fort Worth,-1.0530102006152278,-0.1888700864776597,ATL,Atlanta,-0.8716107465450657,0.5286332366034194,-1.4046603197775442,-1.2167452902896725,-0.3214716221907526,2,0,3
2012-05-22,ATL,Atlanta,-0.8943979245601477,0.5339094331141337,LAX,Los Angeles,-0.8066000011194456,-1.4133666497775126,0.27451862261313237,0.527388617397464,1.2371647228407383,2,1,3
2012-11-25,SFO,San Francisco,-0.04071243283613562,-1.6411371988017678,ORD,Chicago,0.901711524924661,0.3299312040738194,-0.4143556982100673,-0.4618659946275112,1.2724922947575934,2,2,3
2012-01-06,LAS,Las Vegas,-0.3706136877744708,-1.2271479421917033,SFO,San Francisco,-0.025061221818141473,-1.6400750230449435,1.9343367708075299,1.2876800476656627,-0.711652231964382,2,2,6
2012-09-26,LAX,Los Angeles,-0.8288391727624693,-1.4137662366132386,ATL,Atlanta,-0.8716107465450657,0.5286332366034194,0.4762526513126342,0.6949587423161437,1.2371647228407383,2,0,6
2011-12-06,ATL,Atlanta,-0.8943979245601477,0.5339094331141337,MCO,Orlando,-1.9785867482829338,0.7068921531879545,0.6332031837055657,0.876474819967427,-1.0090623546138933,2,0,3
2013-02-04,ATL,Atlanta,-0.8943979245601477,0.5339094331141337,SFO,San Francisco,-0.025061221818141473,-1.6400750230449435,-1.35560064284235,-1.4612293074350482,1.525635274305586,2,0,6
2012-01-13,BOS,Boston,0.9765654222599194,1.3032861937000686,LGA,New York,0.646326183027276,1.1318908985409502,-2.626479892981962,-2.6597872392697655,-1.0291425717700262,1,0,3
2012-05-17,LGA,New York,0.6363344145147665,1.138930205242993,DTW,Detroit,0.9514215728326335,0.5900524262014935,-0.05536684480364605,0.17375325917423182,-0.5494206426675541,1,0,3
2012-02-24,EWR,Newark,0.6181674178432467,1.1219606120897538,MCO,Orlando,-1.9785867482829338,0.7068921531879545,0.42639308831271217,0.4017446703750299,-0.6896561683176605,2,0,6
2012-05-19,LGA,New York,0.6363344145147665,1.138930205242993,MIA,Miami,-2.538979684219383,0.7650971565618796,0.7019406431453776,0.5407256207176131,-0.7168710240586463,1,0,6
2012-09-28,LAX,Los Angeles,-0.8288391727624693,-1.4137662366132386,BOS,Boston,0.9837131958045018,1.2957679320073814,1.635347937215274,1.3926249609304655,2.2066762181316646,2,0,6
2012-11-13,DEN,Denver,0.440057320698251,-0.6265055416448485,SFO,San Francisco,-0.025061221818141473,-1.6400750230449435,0.057117809301795185,0.11619168793055143,0.05134241769360583,2,0,3
2012-09-27,ATL,Atlanta,-0.8943979245601477,0.5339094331141337,LAX,Los Angeles,-0.8066000011194456,-1.4133666497775126,0.9653425877210243,1.1410420825197118,1.2371647228407383,2,0,6
2011-10-04,LAS,Las Vegas,-0.3706136877744708,-1.2271479421917033,SFO,San Francisco,-0.025061221818141473,-1.6400750230449435,0.9847461905630596,0.29429493261617407,-0.711652231964382,2,0,0
2012-03-09,JFK,New York,0.6068594833642096,1.144299953824779,MIA,Miami,-2.538979684219383,0.7650971565618796,1.04373173456235,1.0432659578925476,-0.7114222143043499,2,0,6
2012-11-06,ORD,Chicago,0.8938725204479091,0.3346266643573873,SEA,Seattle,2.0646115165669774,-1.6363268727046463,-0.16415134583914415,0.037546320801058984,1.2674689844268832,2,0,0
2012-10-10,DEN,Denver,0.440057320698251,-0.6265055416448485,SFO,San Francisco,-0.025061221818141473,-1.6400750230449435,-0.3522749190597709,-0.07967696538806009,0.05134241769360583,2,0,3
2013-02-11,DEN,Denver,0.440057320698251,-0.6265055416448485,ATL,Atlanta,-0.8716107465450657,0.5286332366034194,-0.7717904873113864,-0.559837986045259,0.23366550094702757,2,0,0
2012-08-14,SFO,San Francisco,-0.04071243283613562,-1.6411371988017678,EWR,Newark,0.6283110444931392,1.1149707570164968,2.0265780067300114,1.4534747508453143,2.273577752317151,2,0,0
2012-02-19,LAS,Las Vegas,-0.3706136877744708,-1.2271479421917033,ORD,Chicago,0.901711524924661,0.3299312040738194,0.06330715632923856,-0.15153709591449854,0.7453777862483678,2,0,0
2011-10-23,DEN,Denver,0.440057320698251,-0.6265055416448485,ORD,Chicago,0.901711524924661,0.3299312040738194,-0.5037143954853971,-0.7986365936987082,-0.018251692070465023,2,0,6
2012-09-13,DEN,Denver,0.440057320698251,-0.6265055416448485,MSP,Minneapolis,1.5189078964923368,0.02606230133854241,-0.7097097081503673,-0.8984852016912095,-0.4048002606269297,2,0,6
2013-02-05,DEN,Denver,0.440057320698251,-0.6265055416448485,SEA,Seattle,2.0646115165669774,-1.6363268727046463,-0.005291439587777117,0.8606696277037276,0.061382426686059054,2,0,5
2012-07-01,SFO,San Francisco,-0.04071243283613562,-1.6411371988017678,LAX,Los Angeles,-0.8066000011194456,-1.4133666497775126,1.0392124441472115,0.6913347808583485,-0.921732278418807,2,1,7
2012-06-10,ATL,Atlanta,-0.8943979245601477,0.5339094331141337,MCO,Orlando,-1.9785867482829338,0.7068921531879545,0.8095503210107445,0.49301093200729484,-1.0090623546138933,2,0,3
2012-10-22,MIA,Miami,-2.5758219049268005,0.7710644540290597,JFK,New York,0.6170976331704986,1.137244998968349,0.493528666107283,0.7819183030371171,-0.7114222143043499,2,0,0
2011-10-02,DFW,Dallas-Fort Worth,-1.0530102006152278,-0.1888700864776597,SFO,San Francisco,-0.025061221818141473,-1.6400750230449435,0.7725743083672765,0.321673826545274,0.6089592010720222,2,0,3
2012-03-25,DTW,Detroit,0.9440015978998523,0.5955081294237772,ORD,Chicago,0.901711524924661,0.3299312040738194,-1.9513252913457397,-2.211121176233602,-0.90919415393311,2,0,5
2012-03-09,JFK,New York,0.6068594833642096,1.144299953824779,MCO,Orlando,-1.9785867482829338,0.7068921531879545,0.7932632678353159,0.49481748797531155,-0.6622968228634735,2,0,6
2012-04-20,LAX,Los Angeles,-0.8288391727624693,-1.4137662366132386,SEA,Seattle,2.0646115165669774,-1.6363268727046463,-0.2616335610388463,0.05640097112744998,-0.6692675398119965,2,0,6
2012-02-02,LAX,Los Angeles,-0.8288391727624693,-1.4137662366132386,ATL,Atlanta,-0.8716107465450657,0.5286332366034194,0.987582974590497,1.1882244733642695,1.2371647228407383,2,0,3
2012-10-17,DEN,Denver,0.440057320698251,-0.6265055416448485,SEA,Seattle,2.0646115165669774,-1.6363268727046463,-0.2152134585832222,-0.2797888703707779,0.061382426686059054,2,0,0
2013-02-07,PHX,Phoenix,-0.9377957058236924,-1.0471303064508393,DEN,Denver,0.45168977173065483,-0.6284001361306121,-0.8393059474753661,-1.0498583274573179,-0.6867492780254909,2,0,6
2012-05-13,SFO,San Francisco,-0.04071243283613562,-1.6411371988017678,ATL,Atlanta,-0.8716107465450657,0.5286332366034194,-0.38542050098008285,0.24072512010181601,1.525635274305586,2,0,0
2012-09-03,DTW,Detroit,0.9440015978998523,0.5955081294237772,ATL,Atlanta,-0.8716107465450657,0.5286332366034194,-0.2418545608440758,-0.3297677873576093,-1.1385280519351342,2,1,2
2013-02-25,ORD,Chicago,0.8938725204479091,0.3346266643573873,IAH,Houston,-1.6480157056139133,-0.09507977164638755,-1.9238303075698153,-2.1476081373619773,-0.7011725791642093,2,0,3
2011-10-19,DEN,Denver,0.440057320698251,-0.6265055416448485,LAS,Las Vegas,-0.3522048283129221,-1.2272921856374157,0.48198077292368224,-0.23196982185275453,-0.4714990667956769,2,0,0
2011-09-17,BOS,Boston,0.9765654222599194,1.3032861937000686,SFO,San Francisco,-0.025061221818141473,-1.6400750230449435,0.5782132161322702,-0.06785217120171264,2.5022871545173544,2,0,0
2012-06-29,BOS,Boston,0.9765654222599194,1.3032861937000686,LAX,Los Angeles,-0.8066000011194456,-1.4133666497775126,1.0537746022071477,0.9289531629725782,2.2066762181316646,2,0,6
